Price,Close,High,Low,Open,Volume,daily_return,log_return,volume_change,relative_volume,high_low_range,excess_return,daily_return_zscore,log_return_zscore,volume_change_zscore,relative_volume_zscore,log_volume
2023-01-18,2344.929931640625,2360.989990234375,2340.010009765625,2355.8798828125,125400.0,-0.004647924222181743,-0.004658759409090923,-0.17716535433070868,0.9201643674787203,0.008965765266470527,0.010914674278229342,-0.07516883972825392,-0.06854518646113351,-0.7879865943146516,0.0,11.73927188163082
2023-01-19,2327.5400390625,2352.409912109375,2327.0,2338.7900390625,113600.0,-0.0074159540306426575,-0.0074435889285934835,-0.09409888357256779,0.8389336090392142,0.010919601250268586,0.0002223962656516809,-0.17241462311715527,-0.16678058644358396,-0.4531095515906202,0.0,11.640447588047344
2023-01-20,2326.610107421875,2333.989990234375,2300.0,2329.989990234375,146500.0,-0.0003995341111294737,-0.00039961394614770185,0.289612676056338,1.088976436482569,0.014778256623641304,-0.019317935157111,0.22143624894187489,0.22860624374868138,1.0673751236099176,0.0,11.89478753335453
2023-01-23,2318.9599609375,2342.419921875,2309.949951171875,2342.419921875,143100.0,-0.003288108506006693,-0.0032935262140481114,-0.02320819112627981,1.0694267991928854,0.014056568925509601,-0.015169453489671914,0.3819344704956203,0.3830445968204345,-0.1789717197227172,0.0,11.871305953640322
2023-01-24,2341.56005859375,2350.5,2305.659912109375,2313.5,143000.0,0.009745790370228491,0.009698606470499858,-0.0006988120195667857,1.06804092912092,0.019447832551159824,0.010457293496044184,1.397325010169497,1.3824970369600957,-0.11117265071945764,0.0,11.870606902224587
2023-01-25,2357.81005859375,2381.4599609375,2325.010009765625,2339.360107421875,167000.0,0.006939817725520658,0.006915848023500192,0.16783216783216792,1.1927719448610814,0.024279444361431157,0.0071215427849870006,0.9609847274606398,0.9542462569795733,0.42325721354245865,0.0,12.025755079404917
2023-01-26,2415.27001953125,2431.18994140625,2374.919921875,2380.0,193800.0,0.024370055055143114,0.024077843224396624,0.1604790419161677,1.3106106715358086,0.02369343867679749,0.013362201585961797,1.826450414615473,1.8066301577422594,0.3580531064075658,0.0,12.174587138384211
2023-01-27,2369.340087890625,2424.669921875,2356.330078125,2406.659912109375,189500.0,-0.019016479014441146,-0.01919961773772343,-0.022187822497420018,1.2657805089840357,0.02900266154747725,-0.021511319985390243,-1.6605656451591098,-1.676109334903257,-0.2592185570800411,0.0,12.15214958053555
2023-01-30,2428.580078125,2440.68994140625,2389.050048828125,2389.75,169200.0,0.025002738330872187,0.024695284129117267,-0.10712401055408971,1.096209912536443,0.021615241004873616,0.037971479315555556,1.5966738874597364,1.5895182878119345,-0.9423670575224559,0.00022146696615885046,12.03884263630228
2023-01-31,2438.85009765625,2449.989990234375,2405.0,2439.199951171875,155200.0,0.0042288165104191755,0.0042199001940187355,-0.08274231678486998,1.003686218715644,0.01870685664630977,-0.010413653775090959,0.04920652645919218,0.05542556654459296,-0.635430152633815,-0.5625145334744268,11.952476330009466
2023-02-01,2495.679931640625,2497.85009765625,2435.97998046875,2435.97998046875,179600.0,0.0233018970862493,0.023034552999452593,0.15721649484536093,1.1221493283348953,0.025398450596295325,0.01284959314165901,1.1525148254299966,1.1484793280827823,0.8178838545249331,0.12362571409122504,12.098493002763465
2023-02-02,2443.550048828125,2502.320068359375,2430.4599609375,2473.889892578125,228500.0,-0.020888048243522417,-0.021109289816339406,0.27227171492204905,1.3320508336248105,0.02956646419888211,-0.03558742148783234,-1.5588935515724227,-1.5682964927559404,1.3148923570652762,1.560210502309795,12.339295865674435
2023-02-03,2398.510009765625,2455.3701171875,2389.699951171875,2436.429931640625,163200.0,-0.018432214672296277,-0.018604204657284382,-0.2857768052516412,0.9422088793949541,0.027480506907748514,-0.008077603980985781,-1.1907451878509854,-1.1939931099690702,-1.8629446070262858,-1.510899467293853,12.002737848944351
2023-02-06,2425.8798828125,2443.1298828125,2401.080078125,2408.760009765625,128300.0,0.011411198175299564,0.011346581557464383,-0.2138480392156863,0.7471030105398009,0.0175128705912785,0.017551661193053958,0.3710920783438459,0.37674285369079097,-1.1986165477552342,-1.9975244846086826,11.762134344805622
2023-02-07,2419.81005859375,2422.669921875,2372.0,2399.10009765625,123900.0,-0.002502112434236814,-0.0025052479489191303,-0.034294621979734985,0.72959604286892,0.021361687131112986,-0.015374623032263335,-0.32643266712658087,-0.31869356273411786,-0.19426946426811,-1.587626480846671,11.727238138609684
2023-02-08,2424.360107421875,2435.469970703125,2402.030029296875,2407.929931640625,139300.0,0.001880333050094496,0.0018785674368523488,0.12429378531073443,0.8338820712361569,0.013921533452285181,0.012961057526259201,-0.058077717410496166,-0.04990041412956625,0.7133685738118778,-0.9093848155635702,11.844392338493027
2023-02-09,2490.280029296875,2504.39990234375,2431.14990234375,2443.840087890625,206600.0,0.027190647822159075,0.026827549377610692,0.48312993539124194,1.227351036654191,0.030129775185554514,0.036020443999894236,1.2918079697182527,1.2841769863765933,1.952580063896258,0.9181683564973633,12.238544675927017
2023-02-10,2513.68994140625,2560.360107421875,2501.070068359375,2501.070068359375,227900.0,0.00940051393175434,0.00935660406967931,0.10309777347531468,1.3236917000638904,0.023705868864918465,0.00720525215605905,0.19800424017565801,0.20467878326250427,0.26402835435166216,1.2931212389810933,12.336666603113574
2023-02-13,2543.510009765625,2546.3701171875,2500.5,2510.5,106600.0,0.011863065475248069,0.011793250914732848,-0.5322509872751207,0.64251702730396,0.01834437799940012,0.0004144561324819218,0.4531737103889898,0.45739374154575335,-1.8083694537243893,-1.3745728432140163,11.576848171532921
2023-02-14,2546.27001953125,2559.9599609375,2540.77001953125,2547.97998046875,107100.0,0.0010851184996434338,0.0010845301841205417,0.004690431519699834,0.664804469273743,0.007552805353784196,0.0013655330316308945,-0.21245114181100747,-0.20526889730545425,-0.010814849921618947,-1.068491645882063,11.581527593460411
2023-02-15,2580.27001953125,2582.35009765625,2547.260009765625,2560.889892578125,124900.0,0.013352865068984032,0.013264501303394221,0.16619981325863686,0.8025444965623595,0.013775620767451086,0.010579689378487966,0.6744169838132237,0.6759722555699385,0.5374613275966694,-0.4516611293840304,11.735276702486741
2023-02-16,2571.35009765625,2586.85009765625,2543.949951171875,2578.800048828125,125800.0,-0.003456972257740887,-0.0034629613931699862,0.007205764611689425,0.8654375343973583,0.016863596889794538,0.010331769231389787,-0.6996276871170587,-0.6963571620173482,0.08976559409961252,-0.05444033846111376,11.74245657234248
2023-02-17,2605.6201171875,2605.6201171875,2571.14990234375,2579.280029296875,131700.0,0.01332763654489777,0.013239604903525099,0.04689984101748812,0.9260952113072217,0.013406536434273409,0.01609504237022552,0.5343279523002954,0.5382824927484786,0.11985923979325763,0.21769893756341568,11.788289480716973
2023-02-21,2573.139892578125,2605.22998046875,2562.43994140625,2590.639892578125,166200.0,-0.01246544897129287,-0.01254379443543844,0.26195899772209574,1.1383561643835616,0.016698943210749793,0.007575785284034464,-1.6331300726839229,-1.6449759601904044,0.7684958212038414,0.9387879147170783,12.020953178232556
2023-02-22,2567.360107421875,2581.919921875,2556.580078125,2572.639892578125,176900.0,-0.0022461993508090528,-0.0022487258406130384,0.06438026474127567,1.1692002643754131,0.009911617463820762,-0.0006726432049222186,-0.7313563355335702,-0.7300998304068324,-0.03344907057978526,0.8745167936254812,12.083345533043149
2023-02-23,2571.4599609375,2575.2900390625,2538.47998046875,2555.280029296875,106000.0,0.0015969140845388807,0.0015956403730670757,-0.40079140757490106,0.7163614246130973,0.014500826824307962,-0.003732515331535513,-0.38730404870700474,-0.3835241048895252,-1.42501407942997,-0.9271816914336518,11.571203807011969
2023-02-24,2540.56005859375,2564.550048828125,2532.570068359375,2556.89990234375,148500.0,-0.012016482003664786,-0.01208926356336263,0.40094339622641506,1.044597636465954,0.01262748101949533,-0.001478930518106658,-1.435259637238794,-1.4393949521225118,1.3776727330179994,0.49498762856196404,11.908346971208951
2023-02-27,2572.25,2576.10009765625,2542.5,2552.18994140625,242100.0,0.012473604510570446,0.012396450039549043,0.6303030303030304,1.686167989970748,0.013215377642576204,0.009400599943403476,1.002539484880116,1.000924493598069,1.64545755626404,2.288911359200253,12.397110273442197
2023-02-28,2486.5400390625,2584.9599609375,2483.5400390625,2584.9599609375,284300.0,-0.03332100726504028,-0.033888800651845255,0.17430813713341586,1.762008057018903,0.040836837852344245,-0.03028500543685475,-2.1467927048365825,-2.1615652248332453,0.14206409672283246,1.8033687864853034,12.557788815044091
2023-03-01,2456.3701171875,2468.830078125,2424.43994140625,2458.510009765625,209000.0,-0.012133294216478796,-0.012207503510443881,-0.26486106225817796,1.2183747230966537,0.018309439619693096,-0.007408029370798763,-0.5847865946556898,-0.578318531705006,-1.2498537040757391,0.24276983920875056,12.250094315624496
2023-03-02,2485.6298828125,2497.580078125,2439.340087890625,2471.489990234375,157400.0,0.011911790255167976,0.011841403286812532,-0.24688995215311005,0.9005091824475084,0.023875305671189527,0.004329596168373584,1.064286328379045,1.0583009956304525,-0.9883204216562617,-0.7060125840615026,11.96655196818541
2023-03-03,2497.340087890625,2503.360107421875,2463.93994140625,2496.820068359375,157300.0,0.00471116201132693,0.004700099219707296,-0.0006353240152477957,0.8840058446667416,0.01599883396229481,-0.011436575149421868,0.5071211973298595,0.5093551557862483,-0.21122897047750422,-0.763138287386457,11.965916446305247
2023-03-06,2520.0,2523.080078125,2498.3798828125,2498.3798828125,147600.0,0.009073618855217624,0.009032700905318884,-0.061665607120152566,0.8221467164262241,0.009886485030728899,0.008386452085388463,0.8562342322590406,0.8528617938122448,-0.3659700404968605,-0.8907590033445723,11.902267966193309
2023-03-07,2474.830078125,2529.659912109375,2471.179931640625,2522.8798828125,157500.0,-0.017924572172619002,-0.018087163162591763,0.06707317073170738,0.8815627448785402,0.023664800656553138,-0.002597653057281324,-0.9508828767903149,-0.9462982510597068,0.09870862982664871,-0.6316797159920778,11.967187086434018
