Date,open_std,high_std,low_std,close_std,daily_return_std,log_return_std,volume_change_std,relative_volume_std,log_volume,high_low_range_std
2023-01-18,1.2512708545604407,1.0455139567111857,0.5379483823563044,0.07803449745098719,-1.6380332852022912,-1.6479753064777456,0.02729152699269829,0.0,22.181580814869555,1.375992974503874
2023-01-19,-0.20562807323159743,-0.543183534564287,-0.2301167230549029,-0.5015503646336867,-0.7729007338264959,-0.7724761132773688,-0.7221881892717824,0.0,22.10743293730066,-0.7836467418038988
2023-01-20,-0.40813495152342105,0.1363835668756324,-0.22351594942443528,0.6515900243186937,1.2446969149415779,1.24095771143235,-0.006902793947479251,0.0,22.112894632904343,0.7278003862381818
2023-01-23,0.7495027730990246,1.4497904052934079,1.2743406854874237,1.4039153469954104,0.8476609736843292,0.8473729850498428,-0.25188801191197213,0.0,22.095768022020113,0.6090171427028855
2023-01-24,1.0701607189307976,0.8752212283376752,1.3850159007451872,1.1339902800309773,-0.38314632877743315,-0.37873855326086364,-1.540084233575039,0.0,21.92336012986152,-1.0251593071050176
2023-01-25,0.4779915559869904,0.6314073268660765,0.20885348518701988,0.9242261804382613,-0.2625126881561721,-0.2581662832471412,1.2929730245102482,0.0,22.038069567184618,0.7256752403231802
2023-01-26,1.5042689429647256,1.4370356925676289,1.5501535015447645,1.5322839859496016,0.8699500519276191,0.8702736377891916,0.374699767626523,0.0,22.060787409008423,-0.4862827521858794
2023-01-27,1.493906412886872,1.6645128613931528,1.7215461481317125,1.370230128052026,0.027761338974615846,0.032234747633947444,0.41625017163622025,0.0,22.08623015700982,-0.5556541149611935
2023-01-30,1.1280254495921709,0.84693519625633,0.8905522291013215,0.34352826346530296,-1.2217706697824433,-1.2259474463709938,-0.341936866060819,0.17448599481846763,22.058793081275667,-0.3488442548267802
2023-01-31,0.5134850351383706,0.9396562523165941,0.8757989720549382,1.1677582522757857,1.0516371885089952,1.0496229191370787,2.0647206151139117,2.2692333842462613,22.26641863738743,-0.06569271658692967
2023-02-01,1.2155715595632692,1.6831341279015752,0.9613245373360939,1.5082357217497675,0.551802785570353,0.5538703952727609,0.19925448672712825,1.848750321755324,22.30367238822346,2.2277339748403766
2023-02-02,2.0044127466061243,1.9418525668653521,2.0539854743571877,2.067050766821259,0.7937621539118963,0.7921625885203465,1.0886166301147122,1.9603767437596626,22.450373000963733,-0.42833320733414076
2023-02-03,1.4560994073457076,1.4365841501323524,1.5061595243823107,1.1283638907592402,-1.4320508321565797,-1.4341157812095815,-1.4893305882403187,0.37026349451126556,22.269659578025927,-0.08858404635865515
2023-02-06,0.9679087802605659,0.4113891875954611,0.8321766487119143,0.547732321607032,-0.8305559862119415,-0.8289126745908717,-1.0110470290163676,-0.5204130688446847,22.137719964103216,-1.0954472781608813
2023-02-07,0.5767895035768766,1.0339100597765447,0.6023903874088002,1.21578099509188,0.8692527715863262,0.8682218590985854,0.20527631717763056,-0.4866147138495863,22.19478790215262,1.106470493470388
2023-02-08,1.2455306312950185,0.5627824626070324,0.8796031165853062,0.2522208307693428,-1.180035833871378,-1.1812272368340049,-0.738704845783784,-1.0557479933558358,22.116987547143236,-0.5914465561132989
2023-02-09,0.8732767520420859,0.40654734592202374,-0.12199941587794592,-0.5436341210351067,-0.8073803617914139,-0.8065503831661778,0.3425682453218241,-0.7429186482892493,22.174926501731736,0.9581833986936671
2023-02-10,-0.7055573442779998,-0.9458406248223794,-0.35713121209314974,-0.40902518606585847,0.14135446751403768,0.14658466189071556,-0.7554300790977714,-1.1704961447714626,22.08206566401388,-1.057734169500586
2023-02-13,-0.24482228378134177,-0.16528941572384515,0.23116267672965002,0.46717298726941375,0.7659166962719542,0.766792725628518,-0.84933625874945,-1.4558423631439084,21.96123998825831,-0.5721751730701234
2023-02-14,0.26889120418011175,0.2170368846432902,0.11842009498462112,0.2893914519754997,-0.173098340363379,-0.16865156708777734,1.3011057166981177,-0.5910617493280881,22.091701680019494,0.09869479082307732
2023-02-15,-0.1263282091450631,-0.17747340854518792,0.24714141804355455,0.5658368147767309,0.2082877078734594,0.21266019083007492,0.4205868118471781,-0.15206675239989606,22.128377045768847,-0.5621201803494349
2023-02-16,-0.15629637573472635,-0.4247814421008177,-0.18322691813895095,-1.1209060292576185,-1.2375976968598272,-1.2427854253897181,0.41912135002681433,0.7144218857327019,22.144845292446895,-0.374843505755273
2023-02-17,-1.3195171881791243,-1.8701482014660016,-1.8871644526644349,-1.2191076179193863,-0.15660381546232258,-0.1528440321525675,-0.1415239628577723,0.916997339031378,22.12086604568246,-0.8675246004770061
2023-02-21,-1.6436349094771394,-1.9333055048281953,-2.3378276570215824,-2.227276312750614,-1.6132623259197725,-1.6221755601980037,0.20232952000292745,1.039401550788532,22.1395048484317,0.18742152943192888
