Date,open_std,high_std,low_std,close_std,daily_return_std,log_return_std,volume_change_std,relative_volume_std,log_volume,high_low_range_std,excess_return_std
2023-01-18,-0.5651293586136054,-0.742103072765232,-0.35356215976640326,-1.2331437112481227,-0.7604499859308192,-0.7551627054510214,-0.3924408531726563,0.0,14.649419615580628,-0.35504288326680195,0.0
2023-01-19,-1.1568093012425824,-1.254544506943208,-0.4348739638094683,-1.1650551336506192,0.03619788459518611,0.04348888148369006,0.43326440991709564,0.0,14.793197754883698,-0.8979442968905468,0.0
2023-01-20,-1.6765990738310281,-1.9256724004872046,-1.707208505159343,-1.6216142578431705,-0.6464879058768965,-0.6401919052786318,2.2888515023682157,0.0,15.500408570871599,-0.20144894692964346,0.0
2023-01-23,-1.3598397382103506,-1.7659995237231618,-1.5113762516300733,-1.7328672811898718,-0.33932084777445976,-0.33261151628445734,-1.1477143353802577,0.0,15.040197632736996,-0.44907592065691043,0.0
2023-01-24,-1.2258962977473147,-1.4035742519015588,-1.1107416587956735,-0.9800888586188343,1.034439596582743,1.035888026972366,-0.8853870881511327,0.0,14.62310231884587,-0.7990770894813305,0.0
2023-01-25,-1.171192753451843,-0.8379193977361861,-0.5891314592274312,-0.4301484972789897,0.8144350849828836,0.817840419489535,0.12378400739438124,0.0,14.733120818876943,-0.9463959249153443,0.0
2023-01-26,-0.24481326766340525,-0.35844605787317824,-0.2749964366716557,-0.5379637468042732,-0.14566151829124538,-0.14145812291511478,-0.07773284256697871,0.0,14.76182639111267,-0.425727082944306,0.0
2023-01-27,-0.8432825222228119,-0.8125491010819291,-0.8775294220948963,-1.2097738515949938,-1.1127720858126526,-1.1172319420847303,-0.38536856249111257,0.0,14.675696861536998,0.7313488549467166,0.0
2023-01-30,-0.9540114314319754,-0.7154618055679425,-1.042281192190895,-1.337168132111881,0.12562969348358377,0.13058594097560247,0.039812494178771314,-0.4854068311856115,14.789202274255757,1.8029366430982348,0.0
2023-01-31,-1.5499008852723712,-1.2278211103897567,-0.9691613492013718,-0.5209598232656747,1.2919333504667223,1.289838284428709,-0.36622776338376,-0.6369849561665502,14.69376748802712,-0.8946634702382299,0.13033834685539006
2023-02-01,-0.9972391366105272,-0.8081308335801841,-1.2232591374843396,-0.7625206858993419,-0.18481598056477488,-0.1805142973424299,0.41489764889514025,-0.13314208981575626,14.911085237766397,1.5662754174976041,-0.4737985569035086
2023-02-02,-2.2855180007679246,-2.4949060144385746,-2.6848742802491317,-2.3741656796927395,-1.9825026729218806,-1.9985303411143185,2.6650198781217536,2.540238344251348,16.383271420975984,2.7057651252556347,-1.819685123278125
2023-02-03,-1.7665493235157492,-0.7756584338305489,-0.9699596243470762,-0.649940702865263,1.5897590142722369,1.5719369772805416,-0.7178575404548132,0.2603359323227694,15.550823301218953,1.0686997915064187,1.7538484577128493
2023-02-06,-0.10070237899102397,-0.46439785012330753,-0.2986628987430074,-0.7978664272591766,-0.17668003172110738,-0.16868615931050734,-0.6139906865433926,-0.5366163094735357,14.932519584167736,0.08219019794374134,0.23629530435856724
2023-02-07,-0.9555558649564576,-0.8344329501865749,-0.42275336248140916,-0.3232798485852597,0.47597165633270544,0.479929455044968,-0.39283535930965957,-0.6984928912127982,14.71733759305521,-0.09273468460309642,-0.06286521457413186
2023-02-08,-0.4057074121029668,-0.3173247133800527,0.2724682175435559,0.04696768967307527,0.3478877182549178,0.35317059516214144,-0.23049537665021538,-0.6626094728368429,14.690729680833737,-0.8500253025195448,0.8456399717528779
2023-02-09,0.24145129330117943,0.9033497456625542,0.7488344191644396,0.5081420009278599,0.2978167649320016,0.3031858959634574,0.01992391325505649,-0.43430031718227674,14.938100081449864,-0.5061998876663536,0.6187373039188763
2023-02-10,0.9307915890836039,1.1602819109476175,1.0179559223077959,1.2197417484646647,0.5653385950435614,0.5658227005246372,-0.5165920473814178,-0.705614148689215,14.498607907721096,-0.7443341475921565,0.3189687649674345
2023-02-13,1.5505990733600143,1.524581642176598,1.2539352822619076,1.7811573760724133,0.7717467567194682,0.7672647101671134,-0.0681038532616315,-0.5521008762156684,14.644761257892796,-0.8335586012091459,0.1740122668016581
2023-02-14,1.8810783937514908,1.7589800327226126,1.2959108460974103,1.2491501816538284,-0.39804633037405046,-0.3893422113588257,-0.30543227367934256,-0.5770045026687092,14.523004825108934,-0.5150183716464649,-0.20485601746288146
2023-02-15,0.9406003706130143,0.4555482517813232,-0.11310902010811155,-0.8324457947647446,-1.7330139667366162,-1.7417447932912296,0.42579247740785287,-0.10601047163146507,15.096639106692649,0.7484639431594518,-1.4539059463055317
2023-02-16,-1.424762674843313,-1.9267544324650447,-1.5170262875322806,-2.034527250896374,-1.3933454435856052,-1.3944562822159567,0.16217752067880975,1.3570031793965958,15.111388022617374,-0.1458142850670867,-0.7218875194534187
2023-02-17,-2.0091826584933914,-1.6502574057787542,-1.8122563140049792,-1.3564484514770507,0.6038981364645772,0.6031152130174364,0.007358287653231253,1.8678054470869374,15.122653751370747,1.4576175814452546,0.7157357093509434
2023-02-21,-1.210216944916606,-1.3153943623133018,-0.9668257559147592,-1.2273367151254218,-0.006546928959910286,0.0009231927821420653,-1.0379462276949503,0.40271372236399,14.738022299170884,-0.6755226527891386,1.0187838331273424
2023-02-22,-0.9152055166402558,-1.0416187250569422,-0.8705679531342518,-0.8794759176774445,0.45901939489909416,0.4606375019669091,-0.28191062500584646,0.1596384826419884,14.68252742870648,-0.27471744205644616,0.29017983038119827
2023-02-23,-0.8481471979091155,-0.8663344315446231,-0.7910511082729809,-0.8795566516641423,-0.07444117620691978,-0.06656973151404594,-0.2979817401208598,-0.09383516090589564,14.617288351580628,-0.027339727823947828,-0.5514593193030736
2023-02-24,-0.8769514266911883,-1.1932162773220658,-1.112761562229186,-1.2155722066273855,-0.7435413406334923,-0.7369426387635574,0.45078028546516746,0.385975294932373,14.768943305534838,-0.0061552939614911715,-0.284365310686277
2023-02-27,-0.990705456083762,-1.2682428332460707,-1.231473285797456,-1.367122586180788,-0.46881389850659017,-0.46215034533501514,0.3419189030676813,0.6848574716398047,14.928519055485143,0.09055552714146234,-0.8143373694920771
