feature_index,feature_name,importance_score
0,log_volume_0,15.656
1,log_return_std_0,24.872
2,low_std_0,24.931
3,excess_return_std_0,16.514
4,daily_return_std_0,28.521
5,open_std_0,16.481
6,relative_volume_std_0,28.525
7,high_low_range_std_0,24.613
8,high_std_0,16.538
9,volume_change_std_0,28.5
10,close_std_1,28.442
11,log_volume_1,16.344
12,log_return_std_1,28.558
13,low_std_1,28.463
14,excess_return_std_1,28.595
15,daily_return_std_1,24.913
16,open_std_1,16.511
17,relative_volume_std_1,16.362
18,high_low_range_std_1,24.779
19,high_std_1,16.523
20,volume_change_std_1,16.134
21,close_std_2,16.311
22,log_volume_2,16.077
23,log_return_std_2,24.833
24,low_std_2,28.377
25,excess_return_std_2,15.857
26,daily_return_std_2,28.444
27,open_std_2,16.297
28,relative_volume_std_2,16.357
29,high_low_range_std_2,16.409
30,high_std_2,24.81
31,volume_change_std_2,28.575
32,ticker,16.484
33,time_period_idx,16.443
