index,subsequence_idx,score
26,26,3.14663
35,35,2.36065
70,70,2.41829
84,84,2.46287
92,92,2.57893
97,97,2.6671
110,110,2.67201
120,120,2.96905
145,145,2.48133
155,155,2.59884
156,156,2.45826
