feature_index,feature_name,importance_score
0,high_std_0,19.569
1,low_std_0,33.643
2,close_std_0,18.868
3,daily_return_std_0,44.948
4,log_return_std_0,34.606
5,volume_change_std_0,71.236
6,relative_volume_std_0,47.695
7,log_volume_0,18.365
8,high_low_range_std_0,59.624
9,excess_return_std_0,39.616
10,open_std_1,18.21
11,high_std_1,19.832
12,low_std_1,32.876
13,close_std_1,55.511
14,daily_return_std_1,47.906
15,log_return_std_1,46.261
16,volume_change_std_1,18.95
17,relative_volume_std_1,33.373
18,log_volume_1,18.241
19,high_low_range_std_1,33.753
20,excess_return_std_1,22.19
21,open_std_2,17.921
22,high_std_2,21.741
23,low_std_2,52.052
24,close_std_2,38.713
25,daily_return_std_2,18.505
26,log_return_std_2,17.904
27,volume_change_std_2,22.217
28,relative_volume_std_2,34.039
29,log_volume_2,16.603
30,high_low_range_std_2,21.576
31,excess_return_std_2,18.703
