feature_index,feature_name,importance_score
0,feature_0,9.501
1,feature_1,9.479
2,feature_2,6.899
3,feature_3,9.521
4,feature_4,9.522
5,feature_5,6.875
6,feature_6,9.456
7,feature_7,9.557
8,feature_8,6.884
9,feature_9,9.333
10,feature_10,9.584
11,feature_11,9.63
12,feature_12,6.862
13,feature_13,6.831
14,feature_14,9.417
