feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8
-0.0201616719505151,-0.3090540379339138,0.0219933339308043,0.0100340992925871,0.3520596664479818,0.0281237284547011,0.0174802140824288,-0.1308833669586536,0.0207965919087257
-0.010636852132955,-0.0893021826006763,0.0295813568120032,0.0100012185213316,-0.2538396624472574,0.0332910145893029,0.0082929735089118,-0.2360325718163312,0.0198428057130294
-0.0453796183039435,0.220087091175523,0.0723634568787073,-0.010098669994852,-0.1528049881599346,0.0331728919451544,0.0124408666788635,-0.1337938245910375,0.0345605073270273
-0.0186790573324273,0.1176720218247953,0.0243176293448958,-0.0137067580301613,0.2699609459752659,0.0313070061165635,0.0198069794318009,-0.2990219109041985,0.0171684206970314
-0.0327074004858695,0.2381865497877002,0.0465425053491998,0.0051077132051595,-0.1788716814159292,0.0233012144849798,-0.0097570594835331,0.5066684628856257,0.0410687974184757
-0.0160171051098961,-0.0545745729303548,0.0211047662299436,-0.0026421171893861,0.1546279807149373,0.0153529312227592,-0.014270144560987,1.02832637399842,0.0219275749352736
-0.0198777874759232,0.2062821454812637,0.0291666376921875,-0.0088402847320029,0.230698949291914,0.0142857387943516,0.03043024578535,0.2052709725315515,0.034700306599767
-0.0131959269945135,0.0179275129044791,0.0266679491711109,-0.0045523557397338,0.0369683751363141,0.0218999016994547,0.0169588027262792,-0.1396045851298769,0.0376208832905565
-0.0162249720989465,0.5650741350906097,0.0320333078191727,-0.0243331124544814,-0.245,0.0214675645542296,0.0280806619309712,0.1751481352387591,0.0266114128016044
-0.0213316843840906,-0.0233115534929164,0.0234410948621841,-0.008880295269138,-0.1251543523453741,0.0202908243513157,0.0152432855214983,-0.0053064141504377,0.0219882719698008
0.0100340992925871,0.3520596664479818,0.0281237284547011,0.0174802140824288,-0.1308833669586536,0.0207965919087257,0.0180446012208972,0.3944963563704748,0.0272445442506772
0.0100012185213316,-0.2538396624472574,0.0332910145893029,0.0082929735089118,-0.2360325718163312,0.0198428057130294,0.010189159964193,-0.0447076239822353,0.0158262898014813
-0.010098669994852,-0.1528049881599346,0.0331728919451544,0.0124408666788635,-0.1337938245910375,0.0345605073270273,-0.002949008478841,0.2524259448416752,0.0240695096542606
-0.0137067580301613,0.2699609459752659,0.0313070061165635,0.0198069794318009,-0.2990219109041985,0.0171684206970314,0.0141253811607662,-0.1160126736534242,0.0224131320481109
0.0051077132051595,-0.1788716814159292,0.0233012144849798,-0.0097570594835331,0.5066684628856257,0.0410687974184757,-0.0182694533844713,0.2278254649499285,0.0312499671669334
-0.0026421171893861,0.1546279807149373,0.0153529312227592,-0.014270144560987,1.02832637399842,0.0219275749352736,-0.011153917397764,-0.3688495706522747,0.018781917899983
-0.0088402847320029,0.230698949291914,0.0142857387943516,0.03043024578535,0.2052709725315515,0.034700306599767,0.014765895319653,-0.4172056257057797,0.0204498788063234
-0.0045523557397338,0.0369683751363141,0.0218999016994547,0.0169588027262792,-0.1396045851298769,0.0376208832905565,0.0044968346980927,-0.2577766913157734,0.0208392175471607
-0.0243331124544814,-0.245,0.0214675645542296,0.0280806619309712,0.1751481352387591,0.0266114128016044,0.007097922031062,-0.2848880320332196,0.0139426380973964
-0.008880295269138,-0.1251543523453741,0.0202908243513157,0.0152432855214983,-0.0053064141504377,0.0219882719698008,0.0197133959371578,0.3274298133745261,0.0248361044313823
0.0248533291000978,0.1351658306404726,0.0297846639858531,0.0211031324009629,-0.1733485790514305,0.0249679082079948,-0.005480652830846,-0.2867990317560948,0.0120231319714144
0.0203363006579417,-0.0714242258319645,0.0354116992862602,-0.0052903371977337,0.4969534167594838,0.0775581280822026,-0.0209027920200117,-0.4520745798319328,0.0311614480405444
-0.0092187117116357,0.8380708911730423,0.034422084375546,-0.055827704941103,-0.0258490851571339,0.060344865385428,0.0002594637190482,-0.0587364994821719,0.0408756098787786
0.0089409035881722,-0.1474504060710957,0.0127810622566004,-0.0048803824639529,-0.1975482158194736,0.0115246466368257,-0.0070120805968558,0.0326943660601342,0.0145397537771083
0.0102926331899737,-0.1738621966669915,0.0224731217832643,-0.0140831640812595,0.5295505485431167,0.0268739758704691,-0.0063821843852726,-0.105429585068641,0.0233726161760052
-0.004590959312491,0.2427390202351769,0.0249467104225145,-0.0346497329249381,3.3587548898324915,0.0577286681166205,0.0253399164265628,-0.5650169522728319,0.0393478205276927
0.0229938725976279,-0.2917791156321362,0.0407554503290697,0.0363464800071804,-0.077238751282427,0.038973367829992,-0.0124597392970813,0.32925667090216,0.0174282075935657
0.013348540796684,-0.5275606662028891,0.0405128942272837,0.0324579619509024,0.2831961888263317,0.0413370810833258,-0.0392760831710801,-0.3097303317695501,0.0402319218059413
0.0212676057941332,-0.0815972222222222,0.0417097933883589,0.014077396239672,0.5568683049779457,0.0249045328142186,0.0097749654020717,-0.3185267631286047,0.0246800840209764
0.0179742039881165,-0.0095316431197987,0.0276612908596634,-0.0074403224410239,0.3464901568071907,0.0255200039386375,0.0026851712730808,-0.3141053548106225,0.0225445289321915
0.0065686293407538,0.3411967779056386,0.0146580985474268,0.0174419813609563,0.9088938562622773,0.0135453651968235,0.0251894043814437,-0.0078539914599671,0.0252110311675462
0.002932543556767,0.3072908171587016,0.0149751163377732,-0.0245358831131925,1.21085464753587,0.0302753461826691,-0.0242409829758631,-0.0639390519187359,0.0404694470680244
-0.0188620731355151,-0.0348443065609559,0.0256980127388134,0.0305703647630732,0.4999255930236019,0.0440993209720557,-0.0198776270934822,-0.2371319152313675,0.0462554840023087
0.0117130152307103,-0.0561089652368367,0.0136765019005347,0.0121501776142203,0.3351281499030798,0.018082414266118,-0.0016166649502998,-0.1024358767543152,0.0092332274041762
0.0018157366701836,0.2470881863560732,0.0183870869298135,0.025375780475038,1.098982655103402,0.0501523139924193,-0.0088383758315206,-0.4135314449167693,0.0402818863830073
-0.0016367469073435,0.2327569644572527,0.0189431879669414,0.000920792043491,-0.3118132938517883,0.0116449833724915,0.0044872355123568,0.2247636301873974,0.0118140193295421
-0.010813578674192,0.4314399669921607,0.0161626413456691,0.0229046317944019,-0.0494811683320522,0.0238588728262484,-0.0081423136884001,0.0461942787829778,0.0278494550038837
0.0105516151534446,0.0418877099911583,0.0272551428668897,-0.0035121274439122,0.9254800042431316,0.043914335640179,0.0166730430605632,-0.1981378949398121,0.0262273364682579
0.0172213529664535,0.9847815414825724,0.024722156372943,0.0277511684196696,0.1479099678456592,0.0301073801194976,-0.0046879735641948,0.1031027795733678,0.0203748517262719
0.059899852049793,2.1066128250172893,0.0277243825421513,0.0021473657467943,0.0027992784309711,0.0686950650862602,0.0479085914794428,-0.3298393249453317,0.0584932123502326
0.0174419813609563,0.9088938562622773,0.0135453651968235,0.0251894043814437,-0.0078539914599671,0.0252110311675462,0.0038675700114456,-0.3379868620274443,0.0144329262633464
-0.0245358831131925,1.21085464753587,0.0302753461826691,-0.0242409829758631,-0.0639390519187359,0.0404694470680244,0.0232402005359924,-0.2392234882739494,0.0265237198535443
0.0305703647630732,0.4999255930236019,0.0440993209720557,-0.0198776270934822,-0.2371319152313675,0.0462554840023087,0.0205928263127781,-0.0340872143683915,0.0255292566031259
0.0121501776142203,0.3351281499030798,0.018082414266118,-0.0016166649502998,-0.1024358767543152,0.0092332274041762,0.0088255776854779,0.0115025161754134,0.0103400821538914
0.025375780475038,1.098982655103402,0.0501523139924193,-0.0088383758315206,-0.4135314449167693,0.0402818863830073,-0.0117498122486529,0.2191437474596937,0.0208377539373384
