feature_index,feature_name,importance_score
0,log_volume_0,16.088
1,log_return_std_0,24.852
2,low_std_0,16.438
3,excess_return_std_0,16.21
4,daily_return_std_0,15.841
5,open_std_0,24.999
6,relative_volume_std_0,16.484
7,high_low_range_std_0,16.27
8,high_std_0,24.938
9,volume_change_std_0,28.45
10,close_std_1,24.778
11,log_volume_1,16.467
12,log_return_std_1,16.139
13,low_std_1,28.536
14,excess_return_std_1,15.902
15,daily_return_std_1,16.326
16,open_std_1,28.499
17,relative_volume_std_1,28.467
18,high_low_range_std_1,16.426
19,high_std_1,16.502
20,volume_change_std_1,16.244
21,close_std_2,24.702
22,log_volume_2,16.368
23,log_return_std_2,28.434
24,low_std_2,24.754
25,excess_return_std_2,28.58
26,daily_return_std_2,16.109
27,open_std_2,16.352
28,relative_volume_std_2,16.47
29,high_low_range_std_2,28.505
30,high_std_2,28.667
31,volume_change_std_2,28.401
32,ticker,28.461
33,time_period_idx,24.888
