window_index,start_date,end_date,iforest_score,lof_score
0,2024-08-09,2024-08-13,-0.6492519776890233,0.3198455467189977
1,2024-08-12,2024-08-14,-0.49866372746049703,0.4796855602851485
2,2024-08-13,2024-08-15,-0.24623838465874728,0.46889202982804873
3,2024-08-14,2024-08-16,-0.37424273135062025,0.44474519099580184
4,2024-08-15,2024-08-19,-0.5887491019385187,0.3946980152001714
5,2024-08-16,2024-08-20,-0.8236296140348631,0.46105463665747326
6,2024-08-19,2024-08-21,-0.30709972989336876,0.4344206133150991
7,2024-08-20,2024-08-22,-0.1070775641721583,0.3962029055518134
8,2024-08-21,2024-08-23,-0.5761236765475473,0.40275131475834264
9,2024-08-22,2024-08-26,-0.4635891210322547,0.4180857271080951
10,2024-08-23,2024-08-27,-1.502456666274464,0.267611183033421
11,2024-08-26,2024-08-28,-1.0699532572774222,0.3390350390834637
12,2024-08-27,2024-08-29,-0.8123127137025079,0.393524713680481
13,2024-08-28,2024-08-30,-0.27710038847893526,0.476629876892043
14,2024-08-29,2024-09-03,0.9539568252018558,0.4547772781080967
15,2024-08-30,2024-09-04,0.529702685741985,0.0638284547542344
16,2024-09-03,2024-09-05,1.0229509026477592,0.40468922389564344
17,2024-09-04,2024-09-06,1.2127820924248247,-0.10582569009031458
18,2024-09-05,2024-09-09,2.111579761162941,0.06515783608825657
19,2024-09-06,2024-09-10,2.52678124625422,-3.5365496984575238
20,2024-09-09,2024-09-11,0.959276371149252,-2.225544463175779
21,2024-09-10,2024-09-12,0.8343019872607718,-2.288641264263992
22,2024-09-11,2024-09-13,0.799497262963765,0.39469295091210527
23,2024-09-12,2024-09-16,-1.196862925044109,0.35118396739495233
24,2024-09-13,2024-09-17,-0.6533923085931534,0.3695299561851035
25,2024-09-16,2024-09-18,-0.8040852466591845,0.35551909554083244
