index,subsequence_idx,score,start_date,end_date
27,27,2.273362069477541,2024-07-03,2024-07-08
74,74,4.509691882618119,2025-01-07,2025-01-10
75,75,2.3541457346276338,2025-01-13,2025-01-15
78,78,1.9752441014533035,2025-01-27,2025-01-29
80,80,2.248777617586448,2025-01-30,2025-02-03
83,83,2.863999660268063,2025-02-12,2025-02-14
84,84,3.6388461617423173,2025-02-18,2025-02-20
86,86,2.001829362877717,2025-02-26,2025-02-28
88,88,3.14958203602165,2025-03-06,2025-03-10
92,92,2.0995641251663297,2025-03-19,2025-03-21
