feature_index,feature_name,importance_score
0,High_0,22.897
1,Low_0,23.445
2,Open_0,23.05
3,Volume_0,49.114
4,daily_return_0,35.372
5,log_return_0,35.508
6,volume_change_0,55.449
7,relative_volume_0,23.024
8,high_low_range_0,23.029
9,excess_return_0,35.681
10,daily_return_zscore_0,35.767
11,log_return_zscore_0,23.148
12,volume_change_zscore_0,23.559
13,relative_volume_zscore_0,35.516
14,log_volume_0,23.551
15,Close_1,23.684
16,High_1,23.283
17,Low_1,23.698
18,Open_1,23.462
19,Volume_1,43.804
20,daily_return_1,34.992
21,log_return_1,22.919
22,volume_change_1,22.929
23,relative_volume_1,43.667
24,high_low_range_1,35.688
25,excess_return_1,35.269
26,daily_return_zscore_1,44.956
27,log_return_zscore_1,43.692
28,volume_change_zscore_1,41.742
29,relative_volume_zscore_1,23.595
30,log_volume_1,47.587
31,Close_2,35.392
32,High_2,35.402
33,Low_2,23.696
34,Open_2,35.241
35,Volume_2,43.477
36,daily_return_2,23.194
37,log_return_2,22.956
38,volume_change_2,35.497
39,relative_volume_2,23.344
40,high_low_range_2,23.259
41,excess_return_2,22.895
42,daily_return_zscore_2,23.365
43,log_return_zscore_2,45.39
44,volume_change_zscore_2,23.727
45,relative_volume_zscore_2,23.609
46,log_volume_2,46.045
