feature_index,feature_name,importance_score
0,High_0,22.865
1,Low_0,35.668
2,Open_0,23.54
3,Volume_0,52.872
4,daily_return_0,42.837
5,log_return_0,23.739
6,volume_change_0,23.993
7,relative_volume_0,23.815
8,high_low_range_0,42.535
9,excess_return_0,23.916
10,daily_return_zscore_0,41.815
11,log_return_zscore_0,23.672
12,volume_change_zscore_0,24.038
13,relative_volume_zscore_0,35.663
14,log_volume_0,23.384
15,Close_1,23.553
16,High_1,24.126
17,Low_1,35.968
18,Open_1,23.638
19,Volume_1,207.985
20,daily_return_1,35.987
21,log_return_1,24.065
22,volume_change_1,35.766
23,relative_volume_1,24.065
24,high_low_range_1,36.069
25,excess_return_1,23.401
26,daily_return_zscore_1,24.077
27,log_return_zscore_1,23.925
28,volume_change_zscore_1,36.143
29,relative_volume_zscore_1,23.951
30,log_volume_1,42.591
31,Close_2,35.94
32,High_2,23.687
33,Low_2,36.12
34,Open_2,23.367
35,Volume_2,202.16
36,daily_return_2,42.617
37,log_return_2,23.593
38,volume_change_2,36.008
39,relative_volume_2,23.996
40,high_low_range_2,42.62
41,excess_return_2,42.577
42,daily_return_zscore_2,24.119
43,log_return_zscore_2,36.136
44,volume_change_zscore_2,36.147
45,relative_volume_zscore_2,42.802
46,log_volume_2,23.608
