close_std_0,log_volume_0,log_return_std_0,low_std_0,excess_return_std_0,daily_return_std_0,open_std_0,relative_volume_std_0,high_low_range_std_0,high_std_0,volume_change_std_0,close_std_1,log_volume_1,log_return_std_1,low_std_1,excess_return_std_1,daily_return_std_1,open_std_1,relative_volume_std_1,high_low_range_std_1,high_std_1,volume_change_std_1,close_std_2,log_volume_2,log_return_std_2,low_std_2,excess_return_std_2,daily_return_std_2,open_std_2,relative_volume_std_2,high_low_range_std_2,high_std_2,volume_change_std_2,ticker,time_period_idx
0.0502916114574689,15.696196388872233,-1.5399592942559748,0.5013219252791566,0.0,-1.52508961460875,1.1366916998178151,0.0,1.6352671625312698,0.9538773508697348,-0.0917849122179692,0.1052467469493629,15.395128440039736,0.0580375037590549,-0.1343474428592109,0.0,0.0522531571174144,-0.4207914038860425,0.0,0.2302856042500214,-0.0717769353425728,-0.7842177099111889,1.325746054893376,15.46628252579308,0.9231021957139356,0.5727121036050051,0.0,0.9209045438719696,0.2910635837173579,0.0,0.1675993077815277,0.8211455695658209,0.0518014448816744,V,0
-1.3741364016455548,17.814037830156725,-1.530050888801342,-0.6379343154062294,0.0,-1.5222929230896272,0.2738037094537168,0.0,-0.1287054728970398,-0.8261409698384365,-0.33903352992874,-1.8110186571992777,17.569875764138388,-0.7955513923712237,-1.6889447932586743,0.0,-0.7973674610617095,-1.9586829446888243,0.0,-0.3569484298472558,-1.9456139067486573,-0.6874821545150038,-0.6055047678381253,17.622270842952485,1.1638676104454166,-1.0542319826383963,0.0,1.1687497703423728,-1.52923998038467,0.0,-0.1563035773917729,-1.149606348888472,-0.0662872092011725,BAC,0
-1.2331437112481227,14.649419615580628,-0.7551627054510214,-0.3535621597664032,0.0,-0.7604499859308192,-0.5651293586136054,0.0,-0.3550428832668019,-0.742103072765232,-0.3924408531726563,-1.1650551336506192,14.793197754883698,0.04348888148369,-0.4348739638094683,0.0,0.0361978845951861,-1.1568093012425824,0.0,-0.8979442968905468,-1.254544506943208,0.4332644099170956,-1.6216142578431705,15.5004085708716,-0.6401919052786318,-1.707208505159343,0.0,-0.6464879058768965,-1.676599073831028,0.0,-0.2014489469296434,-1.9256724004872048,2.2888515023682157,LLY,0
0.2106754721821258,14.47069675158259,-0.8563898699734522,0.5476427147107036,0.0,-0.8384126060256094,0.8054774148252302,0.0,0.2963360529712143,0.6996067022069337,0.328694325731121,-0.7880308144012873,14.467575814391855,-0.9305918071400427,-0.5026584119771254,0.0,-0.9091785072760012,-0.0747076731560287,0.0,0.1377872110376675,-0.4752720436358355,-0.156463334811772,-0.2025219158532408,14.7666281332996,0.624058254633919,-0.8784495589025076,0.0,0.6053576943885458,-0.7372277892065807,0.0,0.3263744316498398,-1.1053669556483856,0.4654037709037809,COST,0
-1.5273759473085613,15.63857503855074,-1.0274658956286338,-1.427080086431747,0.0,-1.0247101101419418,-1.3041443667915,0.0,0.0669814096497549,-1.3679432797820703,-1.0535000314866074,-1.2924639014651806,15.785402404949098,0.3518878778926423,-1.4007325978147365,0.0,0.3450975007456577,-1.5032580028946212,0.0,-0.1214920569093237,-1.360647771048838,0.2142587949133185,-0.9319252627132651,15.769814098040724,0.8770045286070232,-1.179461412175233,0.0,0.8743572142084167,-1.1399515383296257,0.0,-1.023025513854269,-1.2119631010625629,-0.416755897932729,ABBV,0
-0.0628382748521382,15.67144926504539,-1.998849997464527,0.3200287518531411,0.0,-1.9840905513626463,0.9612094146936137,0.0,0.7240428790511467,0.5989638782276664,-0.0557404605646137,-0.6202802380214966,15.537741476540624,-0.8351114980598182,-0.4698188714490467,0.0,-0.836656576287142,-0.3441570960218517,0.0,0.1950802381215897,-0.5034012416773028,-0.4859864195145925,-0.0617989486766559,15.532420934322635,0.8271578955751113,-0.5916035158032928,0.0,0.8274617957054623,-0.7103823064625062,0.0,0.5641312886058718,-0.4971252155629841,0.0102301023481324,ORCL,0
-2.254803271627582,16.163183828365568,-1.746720282118493,-2.364589181053348,0.0,-1.7286708470872003,-1.5794538718413782,0.0,2.0813034727740263,-1.7661395415115335,-0.0650318488365229,-2.202084144472046,16.355828341357167,-1.0701598628400613,-2.25550760033316,0.0,-1.0640766971587952,-2.526842014406091,0.0,1.68882521385226,-2.1592327673336427,0.2074366118814349,-1.5252192911803797,15.96765652478638,0.5714053525079092,-1.9629482346028548,0.0,0.5661759148797678,-1.9245491551104117,0.0,0.5105887512488696,-2.1242334670108116,-1.0159278829584906,PG,0
0.7917254685275733,18.192152734928804,-0.6350496919634995,1.1372464461851108,0.0,-0.6396391884848577,1.15253744106748,0.0,0.1280051396890031,1.171527064241941,0.3208751444496397,0.3311726650828296,18.04965620672293,-1.031420274426507,0.5300276997125054,0.0,-1.0260532072063262,0.5677263044343548,0.0,-0.9913840223957348,0.3499869877182182,-0.6844578003103798,0.9153570108351438,18.027364059022396,0.8345176637283908,0.4500994080233908,0.0,0.8327817416218658,0.2752073507780082,0.0,0.4344259764029237,0.5681721747896763,-0.1837337049510496,AMZN,0
-2.1244576368803068,16.795083012133297,-1.9240438629478775,-1.9963070540501755,0.0,-1.9066938497881405,-0.9806408459162436,0.0,2.496966328508101,-1.343578012242406,0.0772419514525054,-1.646068555657581,16.51650264239345,0.2791008316536691,-1.5074203165158648,0.0,0.2737601068711101,-2.0586687610439105,0.0,-0.3168557253558043,-1.8015010774847529,-1.4333712927438302,-1.081232292451267,16.47140400428498,0.7001518939199232,-1.3949096834942558,0.0,0.6992039311884976,-1.546555634556591,0.0,-0.9996116630818412,-1.698830994282115,-0.5794890296895933,KO,0
0.5567975221475877,17.217664182280657,-0.7746232382860079,1.0245170449867786,0.0,-0.783849154894636,1.6181333570645728,0.0,1.0157031009167674,1.3133988692866354,-0.1575159736204248,-0.0861210313861117,17.169721183339032,-0.9978902293599756,0.1520752559064326,0.0,-1.0000975775686385,0.2774033699530289,0.0,-0.3666191693249451,0.0916212716152471,-0.0566391105617669,1.042849625901645,17.381934229248476,1.6065217909482887,0.6415146923117222,0.0,1.6215728514803782,0.342529656803108,0.0,0.7805215162255875,0.8204250821133601,1.0475687813011711,MSFT,0
