index,subsequence_idx,score,start_date,end_date
14,14,3.11109,2024-05-10,2024-05-14
36,36,2.73554,2024-08-07,2024-08-09
60,60,3.00674,2024-11-08,2024-11-12
85,85,3.79576,2025-02-21,2025-02-25
86,86,2.63494,2025-02-26,2025-02-28
89,89,2.58679,2025-03-11,2025-03-13
123,123,2.69838,2023-08-07,2023-08-09
125,125,2.56856,2023-08-15,2023-08-17
138,138,2.83927,2023-02-13,2023-02-15
172,172,2.92688,2024-02-14,2024-02-16
