index,subsequence_idx,score
6,6,2.81906
46,46,2.62095
48,48,2.44197
90,90,2.91707
110,110,3.17182
130,130,2.72168
152,152,3.05835
175,175,3.72942
176,176,2.61309
179,179,2.50102
