feature_index,feature_name,importance_score
0,high_std_0,19.802
1,low_std_0,18.048
2,close_std_0,31.501
3,daily_return_std_0,50.917
4,log_return_std_0,46.826
5,volume_change_std_0,61.18
6,relative_volume_std_0,41.054
7,log_volume_0,19.163
8,high_low_range_std_0,34.115
9,excess_return_std_0,32.819
10,open_std_1,63.49
11,high_std_1,32.376
12,low_std_1,21.273
13,close_std_1,45.502
14,daily_return_std_1,34.287
15,log_return_std_1,47.159
16,volume_change_std_1,19.234
17,relative_volume_std_1,19.698
18,log_volume_1,18.226
19,high_low_range_std_1,69.494
20,excess_return_std_1,46.05
21,open_std_2,34.495
22,high_std_2,21.269
23,low_std_2,20.891
24,close_std_2,19.495
25,daily_return_std_2,20.345
26,log_return_std_2,20.107
27,volume_change_std_2,18.69
28,relative_volume_std_2,19.888
29,log_volume_2,18.535
30,high_low_range_std_2,20.29
31,excess_return_std_2,36.053
