index,subsequence_idx,score,start_date,end_date
11,11,1.9139064344943995,2024-05-02,2024-05-06
21,21,4.39936987742966,2024-06-11,2024-06-13
23,23,5.14838193611037,2024-06-20,2024-06-24
47,47,9.096970723084645,2024-09-19,2024-09-23
70,70,1.8255444922783004,2024-12-18,2024-12-20
78,78,1.1297208084891384,2025-01-27,2025-01-29
100,100,2.476727667373234,2023-05-05,2023-05-09
116,116,2.6995237341540217,2023-02-03,2023-02-07
175,175,1.5632970813463911,2024-02-28,2024-03-01
179,179,1.7976398232623994,2024-03-15,2024-03-19
