index,subsequence_idx,score,start_date,end_date
1,1,1.88086,2023-01-23,2023-01-25
19,19,1.915,2023-04-11,2023-04-13
22,22,2.62163,2023-04-24,2023-04-26
59,59,1.91961,2023-10-02,2023-10-04
64,64,2.70208,2023-10-23,2023-10-25
65,65,1.91105,2023-10-26,2023-10-30
76,76,2.88562,2023-12-13,2023-12-15
100,100,1.89453,2024-03-28,2024-04-02
101,101,2.08926,2024-04-03,2024-04-05
103,103,2.20993,2024-04-11,2024-04-15
106,106,2.06689,2024-04-24,2024-04-26
146,146,2.23585,2024-10-15,2024-10-17
161,161,1.90171,2024-12-18,2024-12-20
169,169,1.92202,2025-01-27,2025-01-29
