index,subsequence_idx,score,start_date,end_date
6,6,2.9313068781805587,2023-06-15,2023-06-20
10,10,3.962310567366273,2023-06-22,2023-06-26
11,11,2.752183306772383,2023-06-23,2023-06-27
78,78,2.1914403334600823,2023-09-20,2023-09-22
86,86,3.0367173267469227,2023-09-29,2023-10-03
109,109,4.774897008126361,2023-10-30,2023-11-01
110,110,3.2977370758257063,2023-10-31,2023-11-02
111,111,2.3493548090062,2023-11-01,2023-11-03
129,129,3.185185438449457,2023-11-22,2023-11-27
130,130,3.272246665162687,2023-11-24,2023-11-28
146,146,2.130682645132411,2023-02-21,2023-02-23
171,171,4.984517101652673,2024-01-19,2024-01-23
172,172,4.586860843192393,2024-01-22,2024-01-24
173,173,3.4441536592399586,2024-01-23,2024-01-25
272,272,2.201250060337472,2024-05-30,2024-06-03
279,279,2.4525272560807845,2023-03-09,2023-03-13
355,355,2.153228119058372,2024-09-17,2024-09-19
393,393,2.323312909127693,2024-11-04,2024-11-06
428,428,2.704232958699069,2024-12-19,2024-12-23
430,430,4.166557510804796,2024-12-23,2024-12-26
431,431,4.5672061312251735,2024-12-24,2024-12-27
432,432,2.977713452152791,2024-12-26,2024-12-30
452,452,6.879602419505273,2025-01-23,2025-01-27
453,453,4.748381251995919,2025-01-24,2025-01-28
454,454,3.342810057216329,2025-01-27,2025-01-29
471,471,2.8658519225876096,2025-02-18,2025-02-20
472,472,3.2277773191760675,2025-02-19,2025-02-21
473,473,2.4598377525819233,2025-02-20,2025-02-24
