feature_index,feature_name,importance_score
0,feature_1,13.593
1,feature_2,13.233
2,feature_3,38.979
3,feature_4,26.654
4,feature_5,13.298
5,feature_6,13.069
6,feature_7,13.496
7,feature_8,23.967
8,feature_9,33.775
9,feature_10,12.979
10,feature_11,13.262
11,feature_12,13.023
12,feature_13,26.248
13,feature_14,20.852
14,feature_15,13.021
15,feature_16,19.313
16,feature_17,13.197
17,feature_18,39.308
18,feature_19,25.079
19,feature_20,13.329
20,feature_21,21.912
21,feature_22,12.934
22,feature_23,53.096
23,feature_24,37.795
