feature_index,feature_name,importance_score
0,log_volume_0,16.177
1,log_return_std_0,16.488
2,low_std_0,24.756
3,excess_return_std_0,16.046
4,daily_return_std_0,15.997
5,open_std_0,28.514
6,relative_volume_std_0,28.719
7,high_low_range_std_0,24.762
8,high_std_0,28.393
9,volume_change_std_0,28.525
10,close_std_1,16.482
11,log_volume_1,28.425
12,log_return_std_1,16.01
13,low_std_1,16.133
14,excess_return_std_1,28.462
15,daily_return_std_1,16.365
16,open_std_1,16.506
17,relative_volume_std_1,24.914
18,high_low_range_std_1,24.917
19,high_std_1,16.11
20,volume_change_std_1,24.72
21,close_std_2,16.476
22,log_volume_2,28.446
23,log_return_std_2,24.937
24,low_std_2,16.167
25,excess_return_std_2,16.117
26,daily_return_std_2,28.584
27,open_std_2,16.157
28,relative_volume_std_2,24.868
29,high_low_range_std_2,16.215
30,high_std_2,16.421
31,volume_change_std_2,28.517
32,ticker,28.415
33,time_period_idx,16.001
