feature_index,feature_name,importance_score
0,High_0,23.458
1,Low_0,35.457
2,Open_0,23.518
3,Volume_0,44.3
4,daily_return_0,35.812
5,log_return_0,23.825
6,volume_change_0,23.527
7,relative_volume_0,42.26
8,high_low_range_0,42.319
9,excess_return_0,23.754
10,daily_return_zscore_0,35.564
11,log_return_zscore_0,35.682
12,volume_change_zscore_0,22.7
13,relative_volume_zscore_0,23.494
14,log_volume_0,35.786
15,Close_1,22.615
16,High_1,23.158
17,Low_1,23.529
18,Open_1,23.658
19,Volume_1,49.667
20,daily_return_1,35.702
21,log_return_1,23.465
22,volume_change_1,35.507
23,relative_volume_1,23.003
24,high_low_range_1,23.358
25,excess_return_1,23.447
26,daily_return_zscore_1,23.336
27,log_return_zscore_1,42.317
28,volume_change_zscore_1,23.472
29,relative_volume_zscore_1,35.516
30,log_volume_1,23.793
31,Close_2,35.586
32,High_2,23.475
33,Low_2,35.79
34,Open_2,23.437
35,Volume_2,55.532
36,daily_return_2,23.313
37,log_return_2,42.067
38,volume_change_2,42.49
39,relative_volume_2,42.336
40,high_low_range_2,41.556
41,excess_return_2,23.643
42,daily_return_zscore_2,42.318
43,log_return_zscore_2,35.706
44,volume_change_zscore_2,23.658
45,relative_volume_zscore_2,23.062
46,log_volume_2,35.77
