feature_index,feature_name,importance_score
0,log_volume_0,28.491
1,log_return_std_0,16.307
2,low_std_0,28.581
3,excess_return_std_0,16.486
4,daily_return_std_0,16.027
5,open_std_0,24.894
6,relative_volume_std_0,24.913
7,high_low_range_std_0,16.431
8,high_std_0,28.403
9,volume_change_std_0,16.303
10,close_std_1,16.35
11,log_volume_1,16.333
12,log_return_std_1,15.997
13,low_std_1,28.494
14,excess_return_std_1,16.288
15,daily_return_std_1,24.788
16,open_std_1,28.555
17,relative_volume_std_1,16.089
18,high_low_range_std_1,28.542
19,high_std_1,16.319
20,volume_change_std_1,16.465
21,close_std_2,28.524
22,log_volume_2,24.961
23,log_return_std_2,28.565
24,low_std_2,16.419
25,excess_return_std_2,24.938
26,daily_return_std_2,24.856
27,open_std_2,28.454
28,relative_volume_std_2,28.391
29,high_low_range_std_2,16.314
30,high_std_2,16.202
31,volume_change_std_2,16.139
32,ticker,16.085
33,time_period_idx,24.822
