index,subsequence_idx,score,start_date,end_date
17,17,2.21859,2023-02-10,2023-02-14
78,78,2.1984,2023-05-10,2023-05-12
79,79,1.90479,2023-05-11,2023-05-15
80,80,1.97636,2023-05-12,2023-05-16
107,107,1.94779,2023-06-22,2023-06-26
120,120,2.16503,2023-07-12,2023-07-14
124,124,2.47057,2023-07-18,2023-07-20
125,125,3.00699,2023-07-19,2023-07-21
147,147,2.15177,2023-08-18,2023-08-22
148,148,2.46179,2023-08-21,2023-08-23
205,205,2.62206,2023-11-09,2023-11-13
215,215,2.11125,2023-11-24,2023-11-28
227,227,2.65489,2023-12-12,2023-12-14
228,228,2.17815,2023-12-13,2023-12-15
280,280,1.95061,2024-02-29,2024-03-04
281,281,2.11081,2024-03-01,2024-03-05
300,300,2.12769,2024-03-28,2024-04-02
302,302,2.05041,2024-04-02,2024-04-04
303,303,2.42318,2024-04-03,2024-04-05
304,304,2.79056,2024-04-04,2024-04-08
305,305,2.06691,2024-04-05,2024-04-09
316,316,2.24203,2024-04-22,2024-04-24
317,317,2.82855,2024-04-23,2024-04-25
318,318,2.02573,2024-04-24,2024-04-26
331,331,2.66609,2024-05-13,2024-05-15
332,332,2.88451,2024-05-14,2024-05-16
333,333,2.21253,2024-05-15,2024-05-17
335,335,1.98191,2024-05-17,2024-05-21
348,348,2.29234,2024-06-06,2024-06-10
350,350,2.02642,2024-06-10,2024-06-12
351,351,2.91371,2024-06-11,2024-06-13
352,352,2.63427,2024-06-12,2024-06-14
370,370,1.97605,2024-07-10,2024-07-12
393,393,2.02519,2024-08-12,2024-08-14
394,394,2.08979,2024-08-13,2024-08-15
407,407,2.60374,2024-08-30,2024-09-04
408,408,2.07095,2024-09-03,2024-09-05
409,409,2.34163,2024-09-04,2024-09-06
410,410,2.2038,2024-09-05,2024-09-09
411,411,2.02603,2024-09-06,2024-09-10
428,428,2.09807,2024-10-01,2024-10-03
443,443,2.66771,2024-10-22,2024-10-24
444,444,2.10802,2024-10-23,2024-10-25
483,483,2.00028,2024-12-18,2024-12-20
498,498,2.08311,2025-01-13,2025-01-15
509,509,2.01188,2025-01-29,2025-01-31
510,510,2.48602,2025-01-30,2025-02-03
