feature_index,feature_name,importance_score
0,log_volume_0,24.791
1,log_return_std_0,16.474
2,low_std_0,24.862
3,excess_return_std_0,16.214
4,daily_return_std_0,16.468
5,open_std_0,24.986
6,relative_volume_std_0,16.224
7,high_low_range_std_0,16.262
8,high_std_0,16.428
9,volume_change_std_0,24.843
10,close_std_1,24.962
11,log_volume_1,28.469
12,log_return_std_1,28.554
13,low_std_1,28.385
14,excess_return_std_1,28.457
15,daily_return_std_1,28.468
16,open_std_1,24.838
17,relative_volume_std_1,16.293
18,high_low_range_std_1,16.193
19,high_std_1,16.071
20,volume_change_std_1,28.361
21,close_std_2,28.461
22,log_volume_2,16.444
23,log_return_std_2,16.156
24,low_std_2,16.444
25,excess_return_std_2,16.395
26,daily_return_std_2,28.702
27,open_std_2,15.687
28,relative_volume_std_2,16.398
29,high_low_range_std_2,16.477
30,high_std_2,16.16
31,volume_change_std_2,28.616
32,ticker,28.527
33,time_period_idx,24.888
