index,window_idx,stock_idx,ticker,score,start_date,end_date
0,22,,,2.57105,2024-06-14,2024-06-18
1,103,,,3.88306,2023-05-18,2023-05-22
2,104,,,2.5831,2023-05-23,2023-05-25
3,105,,,2.43619,2023-01-31,2023-02-02
4,118,,,2.54169,2023-07-17,2023-07-19
5,127,,,2.65386,2023-02-08,2023-02-10
6,150,,,2.63252,2023-11-16,2023-11-20
7,159,,,2.65057,2023-12-27,2023-12-29
8,176,,,2.49933,2024-03-04,2024-03-06
