feature_index,feature_name,importance_score
0,log_volume_0,24.922
1,log_return_std_0,16.273
2,low_std_0,16.273
3,excess_return_std_0,15.94
4,daily_return_std_0,28.412
5,open_std_0,28.384
6,relative_volume_std_0,16.309
7,high_low_range_std_0,15.851
8,high_std_0,16.123
9,volume_change_std_0,16.386
10,close_std_1,28.604
11,log_volume_1,16.535
12,log_return_std_1,28.443
13,low_std_1,16.231
14,excess_return_std_1,28.353
15,daily_return_std_1,16.532
16,open_std_1,28.602
17,relative_volume_std_1,24.801
18,high_low_range_std_1,28.529
19,high_std_1,15.922
20,volume_change_std_1,24.884
21,close_std_2,24.893
22,log_volume_2,16.28
23,log_return_std_2,24.903
24,low_std_2,16.28
25,excess_return_std_2,16.392
26,daily_return_std_2,28.617
27,open_std_2,24.807
28,relative_volume_std_2,28.528
29,high_low_range_std_2,16.398
30,high_std_2,16.398
31,volume_change_std_2,28.528
32,ticker,16.365
33,time_period_idx,24.785
