index,subsequence_idx,score
10,10,2.15775
19,19,2.01386
34,34,1.8927
46,46,2.31466
72,72,1.89652
80,80,2.31693
97,97,2.14628
101,101,2.07906
114,114,2.34682
133,133,2.64452
149,149,2.2322
176,176,1.96442
