feature_index,feature_name,importance_score
0,high_std_0,39.351
1,low_std_0,30.78
2,close_std_0,24.585
3,daily_return_std_0,20.698
4,log_return_std_0,19.667
5,volume_change_std_0,32.217
6,relative_volume_std_0,21.509
7,log_volume_0,18.018
8,high_low_range_std_0,18.89
9,excess_return_std_0,22.329
10,open_std_1,22.091
11,high_std_1,118.66
12,low_std_1,50.405
13,close_std_1,138.568
14,daily_return_std_1,18.21
15,log_return_std_1,19.718
16,volume_change_std_1,20.99
17,relative_volume_std_1,33.699
18,log_volume_1,18.53
19,high_low_range_std_1,19.032
20,excess_return_std_1,23.72
21,open_std_2,287.523
22,high_std_2,322.753
23,low_std_2,37.107
24,close_std_2,227.408
25,daily_return_std_2,30.719
26,log_return_std_2,30.182
27,volume_change_std_2,42.704
28,relative_volume_std_2,51.965
29,log_volume_2,20.313
30,high_low_range_std_2,37.296
31,excess_return_std_2,19.761
