feature_index,feature_name,importance_score
0,high_std_0,21.931
1,low_std_0,42.841
2,close_std_0,37.14
3,daily_return_std_0,19.048
4,log_return_std_0,18.701
5,volume_change_std_0,19.453
6,relative_volume_std_0,82.979
7,log_volume_0,18.794
8,high_low_range_std_0,31.151
9,excess_return_std_0,20.829
10,open_std_1,62.316
11,high_std_1,100.333
12,low_std_1,23.454
13,close_std_1,36.792
14,daily_return_std_1,22.505
15,log_return_std_1,21.32
16,volume_change_std_1,22.173
17,relative_volume_std_1,19.069
18,log_volume_1,18.831
19,high_low_range_std_1,45.923
20,excess_return_std_1,23.624
21,open_std_2,73.8
22,high_std_2,80.552
23,low_std_2,53.926
24,close_std_2,34.971
25,daily_return_std_2,23.413
26,log_return_std_2,32.765
27,volume_change_std_2,68.359
28,relative_volume_std_2,46.991
29,log_volume_2,18.052
30,high_low_range_std_2,23.28
31,excess_return_std_2,35.533
