feature_index,feature_name,importance_score
0,high_std_0,30.585
1,low_std_0,20.783
2,close_std_0,27.169
3,daily_return_std_0,18.828
4,log_return_std_0,18.326
5,volume_change_std_0,18.944
6,relative_volume_std_0,18.322
7,log_volume_0,18.201
8,high_low_range_std_0,21.07
9,excess_return_std_0,18.788
10,open_std_1,18.79
11,high_std_1,111.573
12,low_std_1,40.562
13,close_std_1,59.659
14,daily_return_std_1,30.163
15,log_return_std_1,20.905
16,volume_change_std_1,20.192
17,relative_volume_std_1,20.957
18,log_volume_1,19.243
19,high_low_range_std_1,18.644
20,excess_return_std_1,19.727
21,open_std_2,122.666
22,high_std_2,464.843
23,low_std_2,62.778
24,close_std_2,401.538
25,daily_return_std_2,32.278
26,log_return_std_2,31.85
27,volume_change_std_2,20.605
28,relative_volume_std_2,34.819
29,log_volume_2,30.751
30,high_low_range_std_2,35.007
31,excess_return_std_2,55.158
