feature_index,feature_name,importance_score
0,high_std_0,39.326
1,low_std_0,22.701
2,close_std_0,22.131
3,daily_return_std_0,22.267
4,log_return_std_0,21.122
5,volume_change_std_0,17.99
6,relative_volume_std_0,19.244
7,log_volume_0,17.419
8,high_low_range_std_0,58.409
9,excess_return_std_0,29.21
10,open_std_1,73.461
11,high_std_1,19.829
12,low_std_1,41.887
13,close_std_1,21.018
14,daily_return_std_1,21.436
15,log_return_std_1,19.523
16,volume_change_std_1,51.576
17,relative_volume_std_1,34.494
18,log_volume_1,19.078
19,high_low_range_std_1,68.398
20,excess_return_std_1,33.739
21,open_std_2,81.474
22,high_std_2,40.356
23,low_std_2,38.031
24,close_std_2,22.43
25,daily_return_std_2,19.979
26,log_return_std_2,21.321
27,volume_change_std_2,65.8
28,relative_volume_std_2,30.88
29,log_volume_2,31.05
30,high_low_range_std_2,31.034
31,excess_return_std_2,19.999
