feature_index,feature_name,importance_score
0,log_volume_0,16.387
1,log_return_std_0,28.459
2,low_std_0,28.437
3,excess_return_std_0,16.331
4,daily_return_std_0,28.518
5,open_std_0,24.825
6,relative_volume_std_0,16.269
7,high_low_range_std_0,16.045
8,high_std_0,16.359
9,volume_change_std_0,28.554
10,close_std_1,16.385
11,log_volume_1,24.79
12,log_return_std_1,28.504
13,low_std_1,28.502
14,excess_return_std_1,16.044
15,daily_return_std_1,16.071
16,open_std_1,24.884
17,relative_volume_std_1,16.032
18,high_low_range_std_1,24.912
19,high_std_1,16.377
20,volume_change_std_1,16.288
21,close_std_2,16.212
22,log_volume_2,24.958
23,log_return_std_2,28.55
24,low_std_2,16.35
25,excess_return_std_2,16.354
26,daily_return_std_2,16.168
27,open_std_2,24.755
28,relative_volume_std_2,28.495
29,high_low_range_std_2,24.685
30,high_std_2,16.229
31,volume_change_std_2,28.518
32,ticker,16.359
33,time_period_idx,28.463
