index,subsequence_idx,score,start_date,end_date
6,6,2.08031134003699,2023-06-15,2023-06-20
74,74,2.624848031061684,2023-09-14,2023-09-18
129,129,2.2286918905669784,2023-11-22,2023-11-27
130,130,2.762113623458898,2023-11-24,2023-11-28
213,213,2.1073101053550576,2024-03-14,2024-03-18
257,257,2.087803978093949,2023-03-07,2023-03-09
279,279,3.2376344649418827,2023-03-09,2023-03-13
287,287,2.3899632041959515,2024-06-20,2024-06-24
290,290,2.1587136645257243,2023-03-10,2023-03-14
319,319,2.640782670917297,2024-08-01,2024-08-05
320,320,2.5724993492764656,2024-08-02,2024-08-06
321,321,2.8454225860131754,2024-08-05,2024-08-07
323,323,2.102532029440128,2023-03-15,2023-03-17
335,335,2.6791613806232766,2023-03-16,2023-03-20
343,343,2.071316159129664,2024-08-30,2024-09-04
358,358,2.4689622300192107,2024-09-19,2024-09-23
393,393,2.0476135818480645,2024-11-04,2024-11-06
425,425,2.8160164746177725,2024-12-16,2024-12-18
426,426,2.4838034072565454,2024-12-17,2024-12-19
427,427,3.9319804812893357,2024-12-18,2024-12-20
428,428,2.568638895208098,2024-12-19,2024-12-23
429,429,2.9075187214596236,2024-12-20,2024-12-24
478,478,4.173423271456653,2025-02-27,2025-03-03
480,480,3.4053443486150785,2025-02-28,2025-03-04
481,481,2.5485344240069487,2025-03-03,2025-03-05
484,484,2.5103779438428737,2025-03-06,2025-03-10
495,495,2.364165785971048,2025-03-20,2025-03-24
524,524,2.1150794380284768,2023-01-30,2023-02-01
