index,subsequence_idx,score,start_date,end_date
32,32,1.566136658984696,2023-03-06,2023-03-08
62,62,4.624318840167844,2023-04-18,2023-04-20
63,63,2.913839854733136,2023-04-19,2023-04-21
94,94,1.9931797534049902,2023-06-02,2023-06-06
132,132,1.5185422334252558,2023-07-28,2023-08-01
156,156,2.104195240613454,2023-08-31,2023-09-05
181,181,2.009366193308071,2023-10-06,2023-10-10
182,182,1.7626932238296866,2023-10-09,2023-10-11
183,183,1.647761915789948,2023-10-10,2023-10-12
208,208,1.5614501054595094,2023-11-14,2023-11-16
209,209,1.925342857147297,2023-11-15,2023-11-17
210,210,1.6700676187618018,2023-11-16,2023-11-20
214,214,2.052656509845369,2023-11-22,2023-11-27
226,226,1.9808818893111222,2023-12-11,2023-12-13
243,243,1.507986631636793,2024-01-05,2024-01-09
259,259,2.1469098657981665,2024-01-30,2024-02-01
260,260,3.0825809557492474,2024-01-31,2024-02-02
261,261,3.72839702019814,2024-02-01,2024-02-05
290,290,2.252677648300678,2024-03-14,2024-03-18
291,291,1.689699743919923,2024-03-15,2024-03-19
338,338,1.6624517814746729,2024-05-22,2024-05-24
342,342,2.4275373387129138,2024-05-29,2024-05-31
343,343,3.3142722973240986,2024-05-30,2024-06-03
367,367,1.8952244182375895,2024-07-05,2024-07-09
368,368,2.3082959977552613,2024-07-08,2024-07-10
369,369,2.431623596063395,2024-07-09,2024-07-11
388,388,1.5476650127721814,2024-08-05,2024-08-07
401,401,1.5407911649002068,2024-08-22,2024-08-26
410,410,1.7958094923564845,2024-09-05,2024-09-09
441,441,4.817374142468224,2024-10-18,2024-10-22
442,442,4.011929738307402,2024-10-21,2024-10-23
452,452,2.3165382897440803,2024-11-04,2024-11-06
453,453,1.7820638847604893,2024-11-05,2024-11-07
454,454,1.6889006906439787,2024-11-06,2024-11-08
513,513,1.6587769041697995,2025-02-04,2025-02-06
529,529,2.21943634748389,2025-02-27,2025-03-03
530,530,2.660483035992656,2025-02-28,2025-03-04
531,531,1.584387624170152,2025-03-03,2025-03-05
