feature_index,feature_name,importance_score
0,High_0,23.324
1,Low_0,35.632
2,Open_0,35.684
3,Volume_0,47.92
4,daily_return_0,23.244
5,log_return_0,42.022
6,volume_change_0,23.763
7,relative_volume_0,35.461
8,high_low_range_0,23.825
9,excess_return_0,35.695
10,daily_return_zscore_0,42.249
11,log_return_zscore_0,23.642
12,volume_change_zscore_0,42.413
13,relative_volume_zscore_0,42.48
14,log_volume_0,35.476
15,Close_1,23.492
16,High_1,35.653
17,Low_1,23.077
18,Open_1,41.703
19,Volume_1,51.895
20,daily_return_1,23.697
21,log_return_1,23.357
22,volume_change_1,22.953
23,relative_volume_1,35.737
24,high_low_range_1,35.754
25,excess_return_1,23.663
26,daily_return_zscore_1,23.123
27,log_return_zscore_1,42.425
28,volume_change_zscore_1,23.776
29,relative_volume_zscore_1,35.703
30,log_volume_1,23.588
31,Close_2,22.681
32,High_2,23.118
33,Low_2,35.533
34,Open_2,23.506
35,Volume_2,61.152
36,daily_return_2,23.728
37,log_return_2,22.882
38,volume_change_2,23.118
39,relative_volume_2,42.491
40,high_low_range_2,23.79
41,excess_return_2,35.317
42,daily_return_zscore_2,23.558
43,log_return_zscore_2,35.814
44,volume_change_zscore_2,23.592
45,relative_volume_zscore_2,23.313
46,log_volume_2,42.408
