index,subsequence_idx,score
19,19,2.68305
20,20,2.38945
21,21,2.33051
63,63,2.40221
116,116,2.33122
130,130,2.61135
131,131,2.51363
177,177,2.36781
284,284,2.35484
286,286,3.06957
287,287,2.75752
328,328,2.34934
393,393,2.84656
394,394,2.67819
414,414,2.37294
446,446,2.69962
457,457,2.50745
480,480,2.32859
494,494,3.07976
495,495,2.91646
496,496,2.35086
508,508,2.44211
