feature_index,feature_name,importance_score
0,log_volume_0,24.779
1,log_return_std_0,28.618
2,low_std_0,28.416
3,excess_return_std_0,16.491
4,daily_return_std_0,24.913
5,open_std_0,16.283
6,relative_volume_std_0,24.815
7,high_low_range_std_0,28.451
8,high_std_0,28.507
9,volume_change_std_0,28.494
10,close_std_1,16.389
11,log_volume_1,28.519
12,log_return_std_1,15.98
13,low_std_1,16.382
14,excess_return_std_1,28.608
15,daily_return_std_1,15.786
16,open_std_1,16.166
17,relative_volume_std_1,24.821
18,high_low_range_std_1,24.796
19,high_std_1,16.195
20,volume_change_std_1,16.261
21,close_std_2,16.314
22,log_volume_2,16.333
23,log_return_std_2,16.209
24,low_std_2,15.975
25,excess_return_std_2,24.878
26,daily_return_std_2,16.286
27,open_std_2,24.847
28,relative_volume_std_2,15.991
29,high_low_range_std_2,16.471
30,high_std_2,28.672
31,volume_change_std_2,28.331
32,ticker,16.062
33,time_period_idx,28.384
