window_idx,stock_idx,ticker,score,start_date,end_date,close_std_0,log_volume_0,log_return_std_0,low_std_0,excess_return_std_0,daily_return_std_0,open_std_0,relative_volume_std_0,high_low_range_std_0,high_std_0,volume_change_std_0,close_std_1,log_volume_1,log_return_std_1,low_std_1,excess_return_std_1,daily_return_std_1,open_std_1,relative_volume_std_1,high_low_range_std_1,high_std_1,volume_change_std_1,close_std_2,log_volume_2,log_return_std_2,low_std_2,excess_return_std_2,daily_return_std_2,open_std_2,relative_volume_std_2,high_low_range_std_2,high_std_2,volume_change_std_2
179,16,TSLA,9.96071,2023-10-04,2023-10-06,2.03776873448886,18.680901181294544,2.002968430762278,0.779177275792987,1.999175514288326,2.033579634260574,0.0658828310866449,0.7986863367721161,1.5540930884168191,1.5198143148760914,1.420034101136094,1.605726198558571,18.59597098051665,-0.2150154782063657,2.1273349734141425,-0.2781625296133733,-0.2254302948101979,1.87494260872497,-0.0955538300557625,-0.9886588505323242,1.641392599743823,-0.5251009710617645,1.3155219217309104,18.585745937466733,-0.1911654928962965,1.0197380967837442,-0.8706072722665764,-0.1987019537633258,1.0718378655938985,-0.0859832729478556,0.499742786827951,1.1950614381032132,-0.0881818993459617
