index,subsequence_idx,score
6,6,1.90158
10,10,2.64962
12,12,2.55541
22,22,2.06994
23,23,1.89462
55,55,2.11928
56,56,2.30749
76,76,2.23474
86,86,2.38179
119,119,2.10386
140,140,2.39174
157,157,2.19751
159,159,2.07239
177,177,2.35358
