index,subsequence_idx,score,start_date,end_date
1,1,1.85359,2023-01-23,2023-01-25
21,21,2.46603,2023-04-19,2023-04-21
41,41,2.2266,2023-07-17,2023-07-19
52,52,2.06942,2023-08-31,2023-09-05
63,63,2.24135,2023-10-18,2023-10-20
68,68,2.02013,2023-11-08,2023-11-10
73,73,2.27792,2023-11-30,2023-12-04
112,112,2.29606,2024-05-20,2024-05-22
114,114,2.17932,2024-05-29,2024-05-31
129,129,2.0582,2024-08-02,2024-08-06
145,145,1.89174,2024-10-10,2024-10-14
147,147,2.93661,2024-10-18,2024-10-22
158,158,2.01028,2024-12-05,2024-12-09
