feature_index,feature_name,importance_score
0,high_std_0,21.192
1,low_std_0,21.662
2,close_std_0,63.945
3,daily_return_std_0,19.309
4,log_return_std_0,18.611
5,volume_change_std_0,34.701
6,relative_volume_std_0,60.169
7,log_volume_0,17.908
8,high_low_range_std_0,20.007
9,excess_return_std_0,21.411
10,open_std_1,43.343
11,high_std_1,45.433
12,low_std_1,58.912
13,close_std_1,286.004
14,daily_return_std_1,19.31
15,log_return_std_1,18.517
16,volume_change_std_1,22.071
17,relative_volume_std_1,23.072
18,log_volume_1,17.665
19,high_low_range_std_1,21.241
20,excess_return_std_1,19.511
21,open_std_2,229.945
22,high_std_2,125.18
23,low_std_2,50.111
24,close_std_2,59.891
25,daily_return_std_2,30.982
26,log_return_std_2,31.09
27,volume_change_std_2,30.946
28,relative_volume_std_2,21.936
29,log_volume_2,22.576
30,high_low_range_std_2,34.523
31,excess_return_std_2,33.432
