window_index,anomaly_score,start_date,end_date,top_anomalous_stocks
14,2.4544374644461695,2024-11-04,2024-11-06,"JPM (0.0694), BRK-B (0.0381), GOOGL (0.0267)"
15,2.23392368535228,2024-11-05,2024-11-07,"JPM (0.0810), BRK-B (0.0367), LLY (0.0321)"
