feature_index,feature_name,importance_score
0,High_0,36.112
1,Low_0,23.915
2,Open_0,23.74
3,Volume_0,109.238
4,daily_return_0,42.447
5,log_return_0,35.953
6,volume_change_0,23.798
7,relative_volume_0,23.915
8,high_low_range_0,35.828
9,excess_return_0,23.581
10,daily_return_zscore_0,42.539
11,log_return_zscore_0,42.534
12,volume_change_zscore_0,42.594
13,relative_volume_zscore_0,36.023
14,log_volume_0,23.776
15,Close_1,23.336
16,High_1,35.951
17,Low_1,36.111
18,Open_1,23.17
19,Volume_1,48.159
20,daily_return_1,24.021
21,log_return_1,24.129
22,volume_change_1,23.565
23,relative_volume_1,24.058
24,high_low_range_1,36.027
25,excess_return_1,23.622
26,daily_return_zscore_1,36.063
27,log_return_zscore_1,23.919
28,volume_change_zscore_1,23.529
29,relative_volume_zscore_1,43.395
30,log_volume_1,35.67
31,Close_2,23.854
32,High_2,23.858
33,Low_2,23.926
34,Open_2,23.804
35,Volume_2,114.215
36,daily_return_2,36.126
37,log_return_2,23.99
38,volume_change_2,43.378
39,relative_volume_2,35.837
40,high_low_range_2,41.987
41,excess_return_2,23.787
42,daily_return_zscore_2,23.919
43,log_return_zscore_2,23.251
44,volume_change_zscore_2,35.582
45,relative_volume_zscore_2,23.979
46,log_volume_2,42.385
