feature_index,feature_name,importance_score
0,high_std_0,34.618
1,low_std_0,50.732
2,close_std_0,20.966
3,daily_return_std_0,52.906
4,log_return_std_0,52.318
5,volume_change_std_0,66.459
6,relative_volume_std_0,43.859
7,log_volume_0,18.692
8,high_low_range_std_0,32.989
9,excess_return_std_0,39.598
10,open_std_1,19.279
11,high_std_1,18.554
12,low_std_1,18.966
13,close_std_1,31.318
14,daily_return_std_1,20.486
15,log_return_std_1,19.08
16,volume_change_std_1,18.965
17,relative_volume_std_1,34.049
18,log_volume_1,19.104
19,high_low_range_std_1,32.07
20,excess_return_std_1,32.227
21,open_std_2,18.55
22,high_std_2,21.433
23,low_std_2,19.365
24,close_std_2,19.941
25,daily_return_std_2,19.411
26,log_return_std_2,20.373
27,volume_change_std_2,67.442
28,relative_volume_std_2,46.408
29,log_volume_2,19.008
30,high_low_range_std_2,47.794
31,excess_return_std_2,37.774
