index,subsequence_idx,score,start_date,end_date
12,12,3.29425,2024-05-07,2024-05-09
47,47,2.87399,2024-09-19,2024-09-23
78,78,2.99008,2025-01-27,2025-01-29
106,106,3.29131,2023-05-26,2023-05-31
112,112,3.05122,2023-06-23,2023-06-27
121,121,2.64051,2023-07-28,2023-08-01
133,133,2.5398,2023-09-14,2023-09-18
172,172,2.44624,2024-02-14,2024-02-16
