index,subsequence_idx,score,start_date,end_date
2,2,3.12816,2023-02-01,2023-02-03
13,13,3.04778,2023-02-02,2023-02-06
43,43,3.18065,2023-08-04,2023-08-08
44,44,3.35105,2023-08-07,2023-08-09
45,45,3.28693,2023-08-08,2023-08-10
117,117,2.52102,2023-11-07,2023-11-09
118,118,2.42591,2023-11-08,2023-11-10
181,181,2.42436,2024-02-01,2024-02-05
182,182,3.098,2024-02-02,2024-02-06
183,183,2.87196,2024-02-05,2024-02-07
184,184,2.50709,2024-02-06,2024-02-08
322,322,2.46425,2024-08-06,2024-08-08
323,323,2.52867,2023-03-15,2023-03-17
324,324,2.94345,2024-08-07,2024-08-09
325,325,2.70444,2024-08-08,2024-08-12
335,335,2.43793,2023-03-16,2023-03-20
356,356,2.64985,2024-09-18,2024-09-20
358,358,2.78836,2024-09-19,2024-09-23
359,359,2.56228,2024-09-20,2024-09-24
387,387,3.45839,2024-10-28,2024-10-30
388,388,3.53555,2024-10-29,2024-10-31
389,389,3.63111,2024-10-30,2024-11-01
395,395,3.03848,2024-11-06,2024-11-08
402,402,2.9239,2024-11-14,2024-11-18
403,403,2.95714,2024-11-15,2024-11-19
404,404,2.66318,2024-11-18,2024-11-20
428,428,2.6154,2024-12-19,2024-12-23
429,429,2.68118,2024-12-20,2024-12-24
442,442,2.54792,2025-01-10,2025-01-14
443,443,2.68829,2025-01-13,2025-01-15
444,444,2.55267,2025-01-14,2025-01-16
515,515,2.48346,2023-05-01,2023-05-03
516,516,2.63911,2023-05-02,2023-05-04
517,517,2.50459,2023-05-03,2023-05-05
535,535,3.01374,2023-01-31,2023-02-02
