index,subsequence_idx,score,start_date,end_date
13,13,2.77436,2023-03-15,2023-03-17
17,17,2.81636,2023-03-31,2023-04-04
30,30,2.6626,2023-05-26,2023-05-31
119,119,3.62823,2024-06-20,2024-06-24
151,151,2.62225,2024-11-05,2024-11-07
168,168,2.43833,2025-01-22,2025-01-24
177,177,2.36439,2025-03-03,2025-03-05
181,181,4.17632,2025-03-19,2025-03-21
