index,subsequence_idx,score
3,3,2.96976
56,56,2.50726
73,73,2.41667
94,94,2.45295
143,143,2.67461
144,144,3.14457
192,192,2.52231
211,211,3.19797
213,213,2.68793
235,235,2.29134
246,246,2.42377
266,266,2.34685
356,356,3.5817
358,358,2.96946
359,359,2.40762
429,429,2.27796
469,469,2.36316
504,504,2.45146
506,506,3.14866
507,507,2.27762
530,530,2.55059
532,532,3.10355
