feature_index,feature_name,importance_score
0,High_0,42.516
1,Low_0,35.786
2,Open_0,23.138
3,Volume_0,117.916
4,daily_return_0,42.43
5,log_return_0,23.872
6,volume_change_0,23.849
7,relative_volume_0,23.278
8,high_low_range_0,23.671
9,excess_return_0,35.472
10,daily_return_zscore_0,35.954
11,log_return_zscore_0,23.987
12,volume_change_zscore_0,35.764
13,relative_volume_zscore_0,42.439
14,log_volume_0,22.944
15,Close_1,35.99
16,High_1,23.95
17,Low_1,23.851
18,Open_1,23.984
19,Volume_1,89.234
20,daily_return_1,23.188
21,log_return_1,22.841
22,volume_change_1,23.346
23,relative_volume_1,35.872
24,high_low_range_1,23.908
25,excess_return_1,35.784
26,daily_return_zscore_1,24.016
27,log_return_zscore_1,42.554
28,volume_change_zscore_1,24
29,relative_volume_zscore_1,42.555
30,log_volume_1,35.813
31,Close_2,23.366
32,High_2,35.823
33,Low_2,22.752
34,Open_2,22.938
35,Volume_2,163.902
36,daily_return_2,23.406
37,log_return_2,41.544
38,volume_change_2,23.531
39,relative_volume_2,42.472
40,high_low_range_2,23.88
41,excess_return_2,42.447
42,daily_return_zscore_2,23.085
43,log_return_zscore_2,35.899
44,volume_change_zscore_2,35.965
45,relative_volume_zscore_2,23.511
46,log_volume_2,35.677
