feature_index,feature_name,importance_score
0,feature_0,6.812
1,feature_1,9.558
2,feature_2,6.91
3,feature_3,9.509
4,feature_4,9.568
5,feature_5,9.569
6,feature_6,9.517
7,feature_7,9.445
8,feature_8,9.473
9,feature_9,6.913
10,feature_10,9.482
11,feature_11,9.426
12,feature_12,6.918
13,feature_13,6.861
14,feature_14,9.453
