index,subsequence_idx,score,start_date,end_date
23,23,2.0535,2023-04-27,2023-05-01
34,34,2.38532,2023-06-14,2023-06-16
48,48,1.94042,2023-08-15,2023-08-17
63,63,1.91142,2023-10-18,2023-10-20
103,103,2.18982,2024-04-11,2024-04-15
120,120,1.85042,2024-06-25,2024-06-27
126,126,1.96624,2024-07-22,2024-07-24
129,129,2.27284,2024-08-02,2024-08-06
131,131,2.17918,2024-08-12,2024-08-14
140,140,2.72485,2024-09-19,2024-09-23
149,149,2.59037,2024-10-28,2024-10-30
155,155,2.11501,2024-11-21,2024-11-25
161,161,2.93317,2024-12-18,2024-12-20
176,176,2.37263,2025-02-26,2025-02-28
