window_idx,stock_idx,ticker,score,start_date,end_date,log_volume_0,daily_return_zscore_0,relative_volume_zscore_0,Close_0,Volume_0,Open_0,Low_0,relative_volume_0,high_low_range_0,daily_return_0,volume_change_0,log_return_0,excess_return_0,High_0,volume_change_zscore_0,log_return_zscore_0,log_volume_1,daily_return_zscore_1,relative_volume_zscore_1,Close_1,Volume_1,Open_1,Low_1,relative_volume_1,high_low_range_1,daily_return_1,volume_change_1,log_return_1,excess_return_1,High_1,volume_change_zscore_1,log_return_zscore_1,log_volume_2,daily_return_zscore_2,relative_volume_zscore_2,Close_2,Volume_2,Open_2,Low_2,relative_volume_2,high_low_range_2,daily_return_2,volume_change_2,log_return_2,excess_return_2,High_2,volume_change_zscore_2,log_return_zscore_2
251,27,AAPL,2.13158,2024-05-02,2024-05-06,18.361088911750084,1.3182667143321538,2.1124962580862983,172.21682739257812,94214900.0,171.69926693100732,170.08688513916923,1.6029021210425043,0.01480483813174,0.0220319455558724,0.8699702876559798,0.0217927491754535,0.0129035084782993,172.6049939419865,1.9128050927332456,1.312704728998092,18.91063466728708,2.2830325086181804,2.3934947273646414,182.51817321777344,163224100.0,185.7727942523785,181.8015557893833,2.3890101269120603,0.0237599707154219,0.0598161398114296,0.732465883846398,0.0580954400711777,0.0472594000899511,186.12115543095717,1.4281453740190908,2.2615162067711885,18.179496699621023,-0.8286304870659935,-0.129119892752823,180.8560333251953,78569700.0,181.4930249418685,179.5720873686165,1.100905823221341,0.0209511075139092,-0.009106709010258,-0.5186390980253528,-0.0091484285631308,-0.0194328329172698,183.3343214775735,-1.4674578621763863,-0.8352562757000311
