index,subsequence_idx,score,start_date,end_date
10,10,2.2944,2023-03-02,2023-03-06
18,18,2.2337,2023-04-05,2023-04-10
46,46,1.90764,2023-08-07,2023-08-09
58,58,1.82532,2023-09-27,2023-09-29
76,76,1.94448,2023-12-13,2023-12-15
95,95,2.37991,2024-03-07,2024-03-11
114,114,2.06126,2024-05-29,2024-05-31
119,119,2.17288,2024-06-20,2024-06-24
129,129,2.0482,2024-08-02,2024-08-06
140,140,1.96714,2024-09-19,2024-09-23
160,160,2.67425,2024-12-13,2024-12-17
165,165,1.82674,2025-01-07,2025-01-10
174,174,1.93206,2025-02-18,2025-02-20
