feature_index,feature_name,importance_score
0,feature_0,6.901
1,feature_1,9.367
2,feature_2,9.502
3,feature_3,9.492
4,feature_4,9.515
5,feature_5,9.411
6,feature_6,9.657
7,feature_7,9.591
8,feature_8,6.973
9,feature_9,6.896
10,feature_10,6.806
11,feature_11,9.565
12,feature_12,9.424
13,feature_13,6.891
14,feature_14,9.476
