window_idx,stock_idx,ticker,score,start_date,end_date,log_volume_0,daily_return_zscore_0,relative_volume_zscore_0,Close_0,Volume_0,Open_0,Low_0,relative_volume_0,high_low_range_0,daily_return_0,volume_change_0,log_return_0,excess_return_0,High_0,volume_change_zscore_0,log_return_zscore_0,log_volume_1,daily_return_zscore_1,relative_volume_zscore_1,Close_1,Volume_1,Open_1,Low_1,relative_volume_1,high_low_range_1,daily_return_1,volume_change_1,log_return_1,excess_return_1,High_1,volume_change_zscore_1,log_return_zscore_1,log_volume_2,daily_return_zscore_2,relative_volume_zscore_2,Close_2,Volume_2,Open_2,Low_2,relative_volume_2,high_low_range_2,daily_return_2,volume_change_2,log_return_2,excess_return_2,High_2,volume_change_zscore_2,log_return_zscore_2
134,14,NVDA,2.30374,2023-09-19,2023-09-21,19.737260547339563,0.0406861036836784,-0.029203266736133,43.49983596801758,373064000.0,43.81269066855042,42.98207442166159,0.858228226079727,0.0224175788691918,-0.0101441977457974,-0.2542761823091884,-0.0101960007508017,-0.0079931871304246,43.94562846497067,-1.351625407695053,0.0474917062511091,19.721166643380737,-1.252653405895808,-0.1000702392496662,42.21943283081055,367108000.0,43.579802461208814,42.203441401322486,0.8647302564431129,0.039788748364052,-0.0294346658720373,-0.0159650890999936,-0.0298765585689378,-0.0200398711139777,43.88266351133672,-0.0381307257809271,-1.2555158570666138,19.926392362438406,-1.071810261608292,0.8915591416278673,40.99799346923828,450736000.0,41.563733109931555,40.96101186346446,1.0573824005284849,0.027330379316633,-0.0289307382803326,0.2278021726576375,-0.0293574829363783,-0.0125298041771132,42.080491854886056,1.044577874827019,-1.0726534195540816
