index,subsequence_idx,score,start_date,end_date
3,3,3.187652190313712,2023-01-23,2023-01-25
4,4,2.002101531798136,2023-01-24,2023-01-26
5,5,1.9112220975094025,2023-01-25,2023-01-27
7,7,1.5278337513195346,2023-01-27,2023-01-31
30,30,1.7142675680139394,2023-03-02,2023-03-06
35,35,2.2363286998089866,2023-03-09,2023-03-13
36,36,2.4145271484902335,2023-03-10,2023-03-14
37,37,2.0436220284979933,2023-03-13,2023-03-15
54,54,2.4074000988761632,2023-04-05,2023-04-10
95,95,2.9407581498718773,2023-06-05,2023-06-07
96,96,3.1640938437461146,2023-06-06,2023-06-08
97,97,2.1673642500056,2023-06-07,2023-06-09
198,198,1.7963249312304306,2023-10-31,2023-11-02
242,242,1.95429277125624,2024-01-04,2024-01-08
244,244,2.0237668853257467,2024-01-08,2024-01-10
261,261,1.7396687718483757,2024-02-01,2024-02-05
262,262,2.4732684707339034,2024-02-02,2024-02-06
263,263,2.352229651866791,2024-02-05,2024-02-07
282,282,1.5569986852544184,2024-03-04,2024-03-06
298,298,2.1821787346814863,2024-03-26,2024-03-28
318,318,1.6392696949936678,2024-04-24,2024-04-26
319,319,1.5871557550061568,2024-04-25,2024-04-29
320,320,2.2707602744065714,2024-04-26,2024-04-30
321,321,1.6659989981810517,2024-04-29,2024-05-01
325,325,3.748346239142803,2024-05-03,2024-05-07
326,326,4.458946369067241,2024-05-06,2024-05-08
357,357,1.6104272581974222,2024-06-20,2024-06-24
369,369,1.8249933610390605,2024-07-09,2024-07-11
378,378,2.0563404234407665,2024-07-22,2024-07-24
387,387,2.047466281159958,2024-08-02,2024-08-06
388,388,2.100956346538452,2024-08-05,2024-08-07
389,389,1.8989414336559611,2024-08-06,2024-08-08
420,420,2.053118809906256,2024-09-19,2024-09-23
421,421,3.5078523182581316,2024-09-20,2024-09-24
422,422,1.7590226792429486,2024-09-23,2024-09-25
431,431,2.41933937403091,2024-10-04,2024-10-08
447,447,1.6817895865336734,2024-10-28,2024-10-30
448,448,1.6233556460216607,2024-10-29,2024-10-31
451,451,2.5185205188272337,2024-11-01,2024-11-05
483,483,1.62979446795087,2024-12-18,2024-12-20
506,506,1.8936421303587532,2025-01-24,2025-01-28
507,507,2.3237051318312876,2025-01-27,2025-01-29
511,511,1.8394572511251752,2025-01-31,2025-02-04
522,522,1.9821606168244266,2025-02-18,2025-02-20
