feature_index,feature_name,importance_score
0,log_volume_0,24.888
1,log_return_std_0,28.39
2,low_std_0,28.471
3,excess_return_std_0,16.364
4,daily_return_std_0,28.476
5,open_std_0,16.515
6,relative_volume_std_0,16.317
7,high_low_range_std_0,16.272
8,high_std_0,16.175
9,volume_change_std_0,16.147
10,close_std_1,16.323
11,log_volume_1,28.619
12,log_return_std_1,28.615
13,low_std_1,24.765
14,excess_return_std_1,28.496
15,daily_return_std_1,28.412
16,open_std_1,16.447
17,relative_volume_std_1,16.4
18,high_low_range_std_1,16.036
19,high_std_1,24.946
20,volume_change_std_1,16.51
21,close_std_2,24.954
22,log_volume_2,16.508
23,log_return_std_2,24.711
24,low_std_2,16.452
25,excess_return_std_2,24.792
26,daily_return_std_2,16.023
27,open_std_2,28.651
28,relative_volume_std_2,28.469
29,high_low_range_std_2,16.288
30,high_std_2,16.191
31,volume_change_std_2,24.913
32,ticker,28.401
33,time_period_idx,16.521
