index,subsequence_idx,score
73,73,2.66444
74,74,2.74091
75,75,2.58925
132,132,4.54339
133,133,4.4618
134,134,4.57179
144,144,3.16408
145,145,2.63522
147,147,2.57034
211,211,2.97124
213,213,2.8804
214,214,2.83544
255,255,3.34873
256,256,3.34838
258,258,3.2941
323,323,2.89133
335,335,2.85284
346,346,3.08454
427,427,2.5248
429,429,2.61648
536,536,4.22682
537,537,4.2963
538,538,4.43049
