index,subsequence_idx,score,start_date,end_date
39,39,2.89423,2023-03-15,2023-03-17
40,40,2.81552,2023-03-16,2023-03-20
41,41,3.25378,2023-03-17,2023-03-21
90,90,4.21446,2023-05-26,2023-05-31
91,91,4.31436,2023-05-30,2023-06-01
92,92,4.51359,2023-05-31,2023-06-02
164,164,2.60098,2023-09-13,2023-09-15
165,165,2.75214,2023-09-14,2023-09-18
166,166,2.84522,2023-09-15,2023-09-19
217,217,4.45483,2023-11-28,2023-11-30
218,218,4.48342,2023-11-29,2023-12-01
219,219,4.72492,2023-11-30,2023-12-04
228,228,3.06854,2023-12-13,2023-12-15
229,229,2.62837,2023-12-14,2023-12-18
230,230,2.74849,2023-12-15,2023-12-19
289,289,2.93086,2024-03-13,2024-03-15
290,290,2.85307,2024-03-14,2024-03-18
291,291,3.05127,2024-03-15,2024-03-19
328,328,3.21555,2024-05-08,2024-05-10
329,329,3.37035,2024-05-09,2024-05-13
330,330,3.5016,2024-05-10,2024-05-14
483,483,2.56807,2024-12-18,2024-12-20
485,485,2.73159,2024-12-20,2024-12-24
