feature_index,feature_name,importance_score
0,High_0,36.063
1,Low_0,23.945
2,Open_0,23.93
3,Volume_0,93.545
4,daily_return_0,35.934
5,log_return_0,23.578
6,volume_change_0,35.783
7,relative_volume_0,35.773
8,high_low_range_0,23.446
9,excess_return_0,23.507
10,daily_return_zscore_0,23.963
11,log_return_zscore_0,23.863
12,volume_change_zscore_0,23.879
13,relative_volume_zscore_0,42.416
14,log_volume_0,23.782
15,Close_1,23.931
16,High_1,41.794
17,Low_1,23.46
18,Open_1,35.826
19,Volume_1,52.192
20,daily_return_1,23.649
21,log_return_1,23.866
22,volume_change_1,23.128
23,relative_volume_1,23.408
24,high_low_range_1,42.331
25,excess_return_1,42.6
26,daily_return_zscore_1,23.856
27,log_return_zscore_1,24.134
28,volume_change_zscore_1,35.827
29,relative_volume_zscore_1,36.056
30,log_volume_1,42.457
31,Close_2,23.703
32,High_2,23.706
33,Low_2,24.028
34,Open_2,35.822
35,Volume_2,91.041
36,daily_return_2,23.797
37,log_return_2,23.8
38,volume_change_2,23.624
39,relative_volume_2,42.442
40,high_low_range_2,36.004
41,excess_return_2,42.379
42,daily_return_zscore_2,23.328
43,log_return_zscore_2,35.852
44,volume_change_zscore_2,36.062
45,relative_volume_zscore_2,42.352
46,log_volume_2,35.771
