feature_index,feature_name,importance_score
0,high_std_0,65.269
1,low_std_0,30.349
2,close_std_0,31.851
3,daily_return_std_0,22.207
4,log_return_std_0,20.508
5,volume_change_std_0,58.073
6,relative_volume_std_0,48.203
7,log_volume_0,19.008
8,high_low_range_std_0,48.715
9,excess_return_std_0,21.279
10,open_std_1,34.093
11,high_std_1,20.582
12,low_std_1,39.346
13,close_std_1,21.846
14,daily_return_std_1,17.609
15,log_return_std_1,18.373
16,volume_change_std_1,20.216
17,relative_volume_std_1,36.006
18,log_volume_1,18.476
19,high_low_range_std_1,55.528
20,excess_return_std_1,18.837
21,open_std_2,55
22,high_std_2,52.04
23,low_std_2,20.296
24,close_std_2,21.93
25,daily_return_std_2,35.145
26,log_return_std_2,64.305
27,volume_change_std_2,22.179
28,relative_volume_std_2,21.603
29,log_volume_2,19.66
30,high_low_range_std_2,50.907
31,excess_return_std_2,37.03
