index,subsequence_idx,score,start_date,end_date
0,0,3.39991490858455,2023-01-18,2023-01-20
5,5,1.7559133572151966,2023-02-08,2023-02-10
19,19,2.5598727270546773,2023-04-11,2023-04-13
41,41,2.2077685731906582,2023-07-17,2023-07-19
50,50,2.5709602954777093,2023-08-23,2023-08-25
54,54,2.4888947287156986,2023-09-11,2023-09-13
63,63,4.306885616004225,2023-10-18,2023-10-20
69,69,1.5885646207017572,2023-11-13,2023-11-15
105,105,1.7227664326054382,2024-04-19,2024-04-23
111,111,1.9321588681482498,2024-05-15,2024-05-17
123,123,1.9715306826512038,2024-07-09,2024-07-11
144,144,3.36937876179797,2024-10-07,2024-10-09
167,167,1.6737668840537574,2025-01-16,2025-01-21
